Translation Key,Translated Value
dolg_proto_exo_outfit_name,Комбинезон ПС5-М с протоэкзоскелетом
st_helm_rp_bala,Балаклава
military_sky_outfit_name,Бронекостюм ЧН-4б
st_af_kislushka_name,«Кислушка»
st_pda_1_name,КПК
merc_fighter_outfit_name,Лёгкий комбинезон «Истребитель»
st_wpn_desert_eagle_modern,Модернизированный Desert Eagle
st_af_medallion_descr,"Артефакт представляет собой обруч небольшого диаметра с четырьмя обтекаемыми треугольными сегментами, которые обладают двумя парами противоположных зарядов, хаотично изменяющих своё положение внутри конструкции. Его свойства связаны с радиационной активностью: артефакт эффективно выводит накопленную радиацию из организма. \n Из-за особенностей своей структуры он ослабляет защиту от экстремальных температур, пси-воздействия, химических агентов и электрических разрядов. Несмотря на это, артефакт высоко ценится коллекционерами за свою уникальную пространственную структуру и редкие свойства. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,150,150,250] • %c[0,150,150,165] Сырой, нестабильный артефакт, который ещё не до конца сформировался\n %c[200,150,250,150] • %c[0,150,173,150] Из-за своей нестабильности его невозможно поместить в контейнер – он либо разрушится, либо утратит свои свойства \n \n"
st_hide_bloodsucker_name,Кожа кровососа
st_medkit_descr,"Медицинский комплект общего назначения. Удобен для оказания первой помощи при травмах, небольших ранах, химических и термических ожогах, а также различного рода отравлениях.\n \n %c[ui_gray_3]ЗДОРОВЬЕ:\n %c[d_red] • %c[ui_gray_2] восстанавливает 1.8% здоровья/сек., всего - 60%\n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n %c[d_blue] • %c[ui_gray_2] повсеместное применение\n %c[d_red] • %c[ui_gray_2] медленное использование (полевой набор)\n %c[d_red] • %c[ui_gray_2] восстанавливает здоровье длительное время\n"
st_wpn_bm16_full_descr,"Являясь мощным оружием, которое может себе позволить каждый сталкер, ТОЗ-66 надёжен и эффективен. Однако это охотничье ружьё достаточно большое и громоздкое, так что многие сталкеры предпочитают потратить свои кровно заработанные деньги на современный пистолет.\n \n"
st_raisins_descr,"Упаковка изюма. Весьма сытный источник питания на скорую руку, помогает восполнить недостатки сахара в крови.\n \n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n %c[d_blue] • %c[ui_gray_2] пища\n %c[d_blue] • %c[ui_gray_2] импортный\n %c[d_blue] • %c[ui_gray_2] здоровое питание\n"
mutant_boar_leg,Копыто кабана
st_prt_w_p_spring_4,Возвратная пружина 9 мм [НАТО]
hybrid_outfit_name,Гибридный бронекостюм
st_auto_fire,Режим автоматического огня
st_af_eye_name,«Глаз»
ammo-m209_descr,"Граната подствольного гранатомёта М203 калибром 40 мм. Радиус эффективной зоны поражения осколками составляет около 3,5 м. Также может быть использована в интегрированном гранатомёте комплекса FN F2000.\n \n%c[d_purple] • %c[ui_gray_2] взрывная сила: %c[ui_gray_1]средняя\n%c[d_purple] • %c[ui_gray_2] радиус взрыва: %c[ui_gray_1]4.1 м\n%c[d_purple] • %c[ui_gray_2] радиус поражения осколками: %c[ui_gray_1]28 м\n%c[d_purple] • %c[ui_gray_2] количество осколков: %c[ui_gray_1]95 (мелкая шрапнель)\n%c[d_purple] • %c[ui_gray_2] задержка взрыва: %c[ui_gray_1]отсутствует (взрывается при контакте)"
st_helm_bandana,Бандана
st_prt_o_ballistic_3,Пластины из кевлара «К129» с композитом из поликарбоната
ammo-5.56x45-ss190,"Патроны 5,56x45 мм HP"
st_data_export_ap_scale,st_data_export_ap_scale
st_exo_repair_kit,Профессиональный набор для ремонта экзоскелетов
ammo-9x39-pab9,Патроны 9x39 мм СП-5
st_recipe_basic_4,Руководство по выживанию (ч. 4)
bandit_scientific_outfit_description,"%c[ui_gray_1]Бандиты никогда особо не интересовались наукой и исследованиями аномалий, однако всё же используют подобные защитные костюмы для организации засад и нападений на сталкеров среди упомянутых аномальных полей и радиационных очагов. Костюм имеет замкнутую систему дыхания и внешнее изоляционное покрытие, обеспечивающими хорошую защиту от всех видов аномальных воздействий. Из-за отсутствия какой-либо дополнительной защиты от физических воздействий костюм, тем не менее, малоэффективен в случае перестрелок.\n \n"
st_wpn_trg_descr,"Снайперская винтовка производства финской оружейной компании SAKO. TRG-42 - это не доработанная версия существующей винтовки, а полностью разработанная с нуля модель. Стабильно высокая точность стрельбы и надёжность сделали её популярной в стрелковых соревнованиях и военных операциях, требующих снайперской поддержки.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] прицел FINDOT (интегрированный)\n \n"
ammo-12x70-buck,Патроны 12x70 мм Дробь
st_akvatab_descr,"Небольшая пластиковая упаковка с таблетками, предназначенными для обеззараживания воды от вредных бактерий и вирусов. Приём по 2 таблетки.\n \n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n %c[d_red] • %c[ui_gray_2] медленное использование (растворимые таблетки)\n %c[d_blue] • %c[ui_gray_2] здоровое питание\n"
ace_outfit_name,Бронекостюм с ЗСД «Ас»
st_prt_o_retardant_13,Полибензимидазол содержащая ткань
st_roubles_5000_name,5000 рублей
st_meat_tushkano_descr,"Кусочки зажаренного тушкана, приправленные солью и перцем «Чили». Очень дешёвая, горячая и практичная пища, которая готовится в Зоне.\n \n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n"
st_geiger_dead,Дозиметр
st_grenade_f1,Граната Ф-1
dolg_scientific_red_outfit_description,"%c[ui_gray_1]Комбинезона «Долга» класса «СЕВА», модифицированный для лёгких охотничьих отрядов группировки. Сниженный вес, помимо лёгкости движений, здорово помогает при встрече с бюрерами. Кроме того, предоставляет неплохую защиту от пси-воздействия, ударов и термических угроз, которые будут прекрасным подспорьем при встрече с полтергейстами. К сожалению, баллистическая защита оставляет желать лучшего, равно как и стойкость комбинезона к разрывам, так что бойцам «Долга», использующим ПС5-9Мд «Егерь», категорически не рекомендуется вступать в бой с кровососами, химерами или псевдогигантами.\n \n"
st_raid_injector_3_descr,"Экспериментальный инъектор ДНК-деформации второго поколения, тип ""Призрак"". Временно трансформирует ДНК оператора, встраивая улучшенный генный компонент напрямую в клетки организма. Таким образом, условно говоря, пользователь начинает ""пахнуть"" как мутант, предоставляя маскировку от: псевдособаки, собаки, кикиморы, кабаны и плоти. Как следствие эти мутанты принимают оператора ""за своего"" и не обращают на него никакого внимания. Клинические испытания не проведены."
st_af_pin_name,«Булавка»
st_af_death_lamp_descr,"«Большой, красный и проклятый» - это то, как сталкеры предпочитают описывать данный артефакт, в то время как некоторые обращаются к нему как «семя сатаны». Более того, многие торговцы даже отказываются его покупать. На самом деле мало что известно о его происхождении, и ничего ценного из его свойств не было обнаружено до сих пор.\n«Смерть-лампа» была впервые обнаружена несколько лет назад группой из трёх опытных сталкеров. Вскоре, после доставки артефакта учёным на Янтаре, двух из трёх сталкеров нашли мёртвыми, а их лица выражали неподдельный ужас. Судьба третьего сталкера так и осталась неизвестной.\nА после несчастного случая члены научной команды, ответственной за изучение артефакта, начали сообщать о том, что в последующие дни у них было серьёзное расстройство сна.\nНе считая столь таинственных эффектов, артефакт определённо истощает организм и силу воли носителя, на удивление обладает отличной защитой разума. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,150,150,250] • %c[0,150,150,165] Редчайший артефакт, обладающий УНИКАЛЬНЫМИ свойствами. Достойная плата за него способна сделать сталкера богачом, но вот вопрос — захочешь ли ты с ним расстаться?\n %c[200,210, 131, 60] • %c[0,133, 83, 38] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]очень высокое. \n \n"
st_tushonka_descr,"Тушёнка - это общее название консервов из тушёного мяса, производимая в Советском Союзе и других странах Варшавского договора. Ирония заключается в том, что идея такого продукта пришла в Россию во время Второй мировой войны в форме помощи от Соединённых Штатов. С тех пор различные виды тушёнки стали основным средством долгого хранения мяса, которым пользуется как гражданское население, так и ряды армии. Стоит отметить, что несмотря на длительный срок годности, тушёнка имеет высокую пищевую ценность (за счёт высокого содержания жира) и относительно хороший вкус. Чернобыльская Зона Отчуждения видела много сортов тушёнки. С весны 2013 года рубленное мясо бренда «Абакан» остаётся несомненным лидером среди остальных консервов.\n \n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n %c[d_blue] • %c[ui_gray_2] пища\n %c[d_blue] • %c[ui_gray_2] импортная\n %c[d_blue] • %c[ui_gray_2] здоровое питание\n"
st_energy_drink_descr,"Сталкеры часто запасаются ими перед ходкой на длительные маршруты. Обладает бодрящим эффектом, очень пригождается при усталости. Напиток также отрезвляет немного голову после похмелья, а также вызывает выброс адреналина в кровь. Во избежание передозировки рекомендуется не злоупотреблять.\n \n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n %c[d_blue] • %c[ui_gray_2] напиток\n %c[d_blue] • %c[ui_gray_2] импортный\n %c[d_blue] • %c[ui_gray_2] стимулятор\n %c[d_blue] • %c[ui_gray_2] сильное отрезвляющее действие\n %c[d_blue] • %c[ui_gray_2] здоровое питание\n"
st_wpn_scar_custom,Камуфлированный FN SCAR-H
st_wpn_toz34_obrez_custom,Заказной обрез ТОЗ-34
st_mineral_water,Минеральная вода
ammo-7.62x25-p,"Патроны 7,62x25 мм П"
cs_nbc_outfit_name,Комбинезон ЧН-3 «РХБЗ»
dolg_pantsir_outfit_name,ПСЗ-7п «Панцирь»
svoboda_scientific_outfit_description,"%c[ui_gray_1]Довольно качественный комбинезон, выпускающийся подпольно для исследовательских нужд группировки «Свобода». Является неофициальной модифицированной версией научного комбинезона «СЕВА». В наличии: система защиты с замкнутым циклом и встроенная система подавления действия аномальных полей. Отличается высокой защитой от радиации. Однако пулевая защита всё-таки недостаточна для активных боевых действий.\n \n"
st_wpn_colt1911_merc,Colt M1911 с камуфляжем наёмников
st_wpn_grach_descr,"Пистолет Ярыгина - самозарядный пистолет российского производства. Разработан коллективом конструкторов под руководством В. А. Ярыгина, серийное производство освоено на Ижевском механическом заводе. В 1990 году Министерство обороны СССР объявило конкурс на новый пистолет, призванный заменить состоящий на вооружении, но не вполне отвечающий современным требованиям, пистолет ПМ (программа НИОКР «Грач»). В 1993 году на этот конкурс был представлен пистолет конструкции Ярыгина. По результатам испытаний, в 2000 году пистолет, получивший наименование MP-443 «Грач», стал победителем конкурса. В 2003 году под наименованием «9-мм пистолет Ярыгина» (ПЯ) он был принят на вооружение Вооружённых сил Российской Федерации. Пистолет Ярыгина построен на основе автоматики, использующей энергию отдачи при коротком откате ствола и его жестком запирании. Затвор и рамка пистолета выполнены из углеродистой стали, а ствол - из нержавеющей стали. В целом, «Грач» - достаточно удобное, хорошо сбалансированное оружие, имеющее достаточно «приятный» спуск.\n \n"
st_recipe_advanced_4,Руководство по механике (ч. 4)
st_cigarettes_descr,"Сигареты, импортированные с Запада. Должно быть, кто-то уже выкурил большую их часть, осталось только несколько штук. Курение поможет стабилизировать психическое состояние и позволит немного забыть о голоде. В Зоне встречаются редко, поэтому весьма ценные.\n \n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n %c[d_blue] • %c[ui_gray_2] стимулятор\n %c[d_blue] • %c[ui_gray_2] слабый отрезвляющий эффект\n"
st_data_export_fragments,Фрагменты
st_nuts,Ореховая смесь
st_medkit_ai1,Медицинский набор (Базовый)
st_wpn_toz34_bull_descr,"Кустарная модификация ружья ТОЗ-34, которая использует «Bull»-патроны. Теперь ружьё способно остановить танк. Выглядит хоть и как украшенный ТОЗ-34, но при ближайшем рассмотрении можно увидеть ствол, сделанный из укникального металла, а приклад - из карбонового волокна. Остаётся загадкой имя кулибина, сделавшего это чудо...\n \n"
st_detector3,Детектор «Велес»
st_hide_burer_name,Кожа бюрера
st_greh_fp,Нашивка «Греха»
st_salmon_descr,"Украинский копчёный лосось. Непонятно, принёс ли кто в Зону цельную рыбину копчёного лосося и сколько он выручил средств за неё, но отдельные нетронутые кусочки переходят от одного сталкера к другому, потому что за них можно выручить неплохую сумму денег. Весьма ценный ингредиент.\n \n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n %c[d_blue] • %c[ui_gray_2] пища\n %c[d_blue] • %c[ui_gray_2] импортный\n %c[d_blue] • %c[ui_gray_2] высокое качество\n %c[d_blue] • %c[ui_gray_2] здоровое питание\n"
st_af_atom_name,«Атом»
st_glucose_s,Малая инъекция глюкозы
st_wpn_colt1911_modern,Модернизированный Colt M1911
ammo-7.62x39_fmj,"Патроны 7,62x39 мм FMJ"
ammo-9x18-ap,Патроны 9x18 мм РГ028
csky_heavy_outfit_description,"%c[ui_gray_1]Некогда это была штатная экипировка лёгких штурмовых отрядов «Чистого неба». Почти полное уничтожение группировки, стало очередным напоминанием сталкерам: даже отличное снаряжение не может гарантировать безопасность внутри Зоны.\nДанный же защитный костюм способен не только остановить пистолетную пулю, но и обеспечивает вполне приемлемую защиту от аномального воздействия.\n \n"
st_boots,Кожаные ботинки
dolg_exolight_outfit_name,ПСЗ-10Д «Тяжёлая защита»
st_af_dummy_glassbeads_descr,"Артефакт имеет форму спирали ДНК и образуется в термических аномалиях. Его характерной чертой является постоянная пульсация и излучение волн, благотворно сказывающихся на организме - они увеличивают метаболизм и ускоряют заживление ран. На данный момент последствия использования этого артефакта пока неизвестны.\nСреди других полезных свойств стоит обратить внимание на то, что «Мамины бусы» в силу своих возможностей способны защитить носителя от воздействия высоких температур.\nНо есть и весьма опасное свойство - это высокая электропроводность. В связи с этим крайне не рекомендуется использовать его в дождливую погоду и вблизи электрических аномалий.\nКроме того, артефакт имеет достаточно большой вес вследствие своей высокой плотности. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[0,133, 83, 38] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]низкое. \n \n"
helm_ppm88,Противогаз ППМ-88
st_wpn_l85,L85A1
ammo-9x18-fmj,Патроны 9x18 мм FMJ
ammo-9x19-fmj,Патроны 9x19 мм FMJ
BR3,BR3
ui_inv_bspeed,Дульная скорость
st_glucose_descr,"Инъекция глюкозы используется в тяжёлых случаях диабета - гипогликемии. Но сталкеры используют её в качестве стимулятора - мгновенное повышение углеводов в организме вызывает быстрое повышение энергии, тем самым повышая физическую силу и способность выдерживать значительные перегрузки. Из-за удобства поставки и быстроты применения инъекцию можно использовать в боевой обстановке, что делает данный стимулятор хорошим средством ускорения заживления ран. Содержит большую дозу препарата.\n \n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n %c[d_blue] • %c[ui_gray_2] медикамент\n %c[d_blue] • %c[ui_gray_2] импортная\n %c[d_blue] • %c[ui_gray_2] быстрое использование (шприц)\n"
st_wpn_m4a1_custom,Заказная M4A1
st_wpn_svd,СВД
st_wpn_l85a2_custom,Заказная L85A2
st_vodka,Водка «Nemiroff»
ammo-4.6x30-fmj,Патроны 4.6x30 мм FMJ
st_bolt_4,Поворотная личинка [2 упр.] [В]
ammo-9x39-ap,Патроны 9x39 мм СП-6
st_prop_weight,Масса
st_wpn_m4a1_freedom,M4A1 с камуфляжем «Свободы»
st_af_generator_descr,"Артефакт генерирует слабые электрические токи и электромагнитное поле. Является источником энергии, а поэтому очень ценится за периметром Зоны. Также оказывает стимулирующее действие на мышечную систему, повышая её работоспособность и снижая порог усталости. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,150,150,250] • %c[0,150,150,165] Сырой, нестабильный артефакт, который ещё не до конца сформировался\n %c[200,150,250,150] • %c[0,150,173,150] Из-за своей нестабильности его невозможно поместить в контейнер – он либо разрушится, либо утратит свои свойства \n \n"
st_af_cooler_up_name,Улучшенный модуль охлаждения
st_data_export_stash_type_rare,Редкий
st_af_elektron_name,«Электрон»
st_af_itcher_descr,"Образованный под высокими температурами, артефакт «Зуда» состоит из двух разделённых слоев, а его поверхность представляет собой твёрдую, плотную метаморфическую породу с глубокими рубцами, покрывающими всё тело. Потребляет чрезмерное тепло и постоянно остаётся прохладным, на чём какие-либо интересные свойства и заканчиваются. \nНе рекомендуется подходить к химическим и кислотным аномалиям при наличии артефакта, так как это увеличит неблагоприятные эффекты кислот и токсинов в кровотоке носителя. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[0,133, 83, 38] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]низкое. \n \n"
st_wpn_g3,G3A3
bandit_novice_outfit_name,Чёрная кожаная куртка
ammo-5.7x28-ss190_descr,"Патрон 5.7x28 (SS190) разработан бельгийской фирмой Fabrique Nationale специально для пистолета-пулемета FN P90 в середине 1980-х годов. Позже этот патрон был использован в пистолете «Five SeveN». Патрон обладает большей пробивной мощностью, чем другие пистолетные патроны. Пуля развивает дульную скорость до 716 м/с и способна пробить бронежилет. Останавливающее действие пули в три раза выше, чем у патрона 9х19 мм.\n \n%c[d_purple] • %c[ui_gray_2] пробивает броню класса: %c[ui_gray_1]BR4\n%c[d_purple] • %c[ui_gray_2] повреждение тканей: %c[ui_gray_1]среднее"
bandit_sun_outfit_name,Тактический комбинезон «Вечерняя заря»
st_drug_psy_blockade_descr,"Наркотический препарат, блокирующий лавинообразные нервные импульсы. Интересен побочный эффект: после приёма препарата наблюдается кратковременное исчезновение каких-либо эмоций. В Зоне используется для противодействия аномальным полям повышенной пси-активности; за её пределами применения не нашёл. Обладает продолжительным действием. Приём по 2 таблетки.\n \n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n %c[d_blue] • %c[ui_gray_2] медикамент\n %c[d_red] • %c[ui_gray_2] вызывает сильнейшее головокружение\n"
st_vodka2,Водка «Путинка»
st_af_electra_moonlight_descr,"Данный артефакт электростатической природы демонстрирует потрясающую способность к резонансу под воздействием пси-волн. Более того, за прошедшие годы сталкеры научились подстраивать «Лунный свет» таким образом, чтобы тот резонировал в фазе с основным источником излучения, тем самым полностью или в значительной степени нейтрализуя пси-воздействие. Помимо этого, этот сферический артефакт также повышает и электрозащиту экипировки за счёт снижения электропроводности тела при воздействии на него высоковольтного напряжения.\nСчастливому обладателю сего артефакта однако всё же следует быть предельно осторожным при его использовании близ источников огня или в зоне повышенных температур - результаты ряда проведённых в лабораториях исследований сообщают о том, что «Лунный свет» является ещё и очень хорошим катализатором, который под воздействием высокой температуры или пламени может начать высвобождать свою энергию, тем самым подпитывая их источники. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[0,133, 83, 38] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]среднее. \n \n"
st_ied,Самодельное взрывное устройство (Химическое)
st_af_sandstone_name,«Песчаник»
st_wpn_scar,FN SCAR-H
st_af_electra_sparkler_name,«Бенгальский огонь»
st_bandit_fp,Нашивка бандитов
st_clearsky_fp,Нашивка «Чистого неба»
st_af_moh_descr,"Артефакт электрической породы, обладающий уникальными свойствами, несмотря на своё происхождение. «Мох» сочетает в себе характеристики, присущие не только электрическим, но и некоторым другим видам аномальных образований. Он значительно повышает сопротивляемость пси-воздействию, защищает от электрических разрядов и снижает негативное влияние радиации. \n Однако артефакт сам по себе является источником слабого радиоактивного излучения, что требует осторожности при его длительном использовании. Несмотря на этот недостаток, «Мох» считается ценным среди исследователей и сталкеров, специализирующихся на поиске артефактов с комбинированными свойствами. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,150,150,250] • %c[0,150,150,165] Сырой, нестабильный артефакт, который ещё не до конца сформировался\n %c[200,150,250,150] • %c[0,150,173,150] Из-за своей нестабильности его невозможно поместить в контейнер – он либо разрушится, либо утратит свои свойства \n \n"
st_cigar2,Советские сигареты
ammo-5.56x45-fmj_descr,"Стандартный патрон войск стран НАТО, известный под индексом M193, калибра 5,56х45 мм со стальным сердечником. Разработан для ведения прицельного огня очередями на основе охотничьих патронов. Хорошо известен использованием армией США во время войны во Вьетнаме. Патрон хоть и обладает малой пробивной силой, но в то же время обеспечивает отличное повреждение тканей.\n \n%c[d_purple] • %c[ui_gray_2] пробивает броню класса: %c[ui_gray_1]BR3\n%c[d_purple] • %c[ui_gray_2] повреждение тканей: %c[ui_gray_1]среднее"
st_af_fireball_descr,"Сферический артефакт, образованный в термических аномалиях из красноватых кристаллов. Имеет постоянную температуру 24 градуса по Цельсию, независимо от окружающих условий, что позволяет ему поглощать тепло в непосредственной близости от себя и создавать как бы небольшой тепловой барьер вокруг обладателя, защищающий его от контакта с пламенем и воздействия высоких температур. Также даёт небольшую защиту от порезов и разрывов, что, возможно, также является эффектом теплового барьера.\nАртефакт, тем не менее, не без недостатков: его использование делает обладателя чрезвычайно уязвимым к угрозам электрической природы и внезапным ударам, а высокая плотность кристаллической структуры является причиной его высокого веса, порой достигающего 4 кг и более. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[0,133, 83, 38] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]высокое. \n \n"
st_detector9,RF-ресивер
st_drug_coagulant,«Барвинок» (Привозной)
st_device_flashlight,Ручной фонарь
st_sewing_kit_a,Универсальный швейный набор
st_af_vaselisk_descr,"Один из немногих артефактов в Зоне, который хорошо справляется со всеми видами воздействий на своего владельца. Среди сталкеров ходит легенда, что он может возвращать умерших к жизни. Так это или нет, но этот артефакт помогает не умереть в самых опасных аномальных зонах даже без надлежащей экипировки. Что интересно, он также отлично выводит радиацию, но сам абсолютно не радиактивен. \n \n"
st_wpn_fort,Форт-17
st_af_geliy_name,«Гелий»
st_cigar2_descr,"Бюджетная пачка крепких сигарет очень низкого качества. Видимо, уже кем-то начатая, так как сигарет в пачке осталось очень мало. Подлинный аромат СССР был тщательно сохранен.\n \n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n %c[d_blue] • %c[ui_gray_2] стимулятор\n %c[d_blue] • %c[ui_gray_2] слабый отрезвляющий эффект\n"
dolg_red_outfit_name,ПС5-М «Витязь»
dolg_voin_outfit_name,ПС6-В «Универсальная защита»
st_e_syringe,Пустой шприц
military_freedom_outfit_name,Бронекостюм «СКАТ-9» «Свободы»
st_medium_repair_kit,Профессиональный набор для ремонта средней брони
st_data_export_projectiles,Снаряды
st_af_empty_descr,"Артефакт представляет собой два диска органического образования (обычно это липиды, целлюлоза и лигнин), между которыми нет ничего, кроме пустого пространства - это связано с уникальным гравитационным полем, сформированным в центре, которое и стабилизирует расстояние между дисками. Любая попытка сжать диски вместе или разделить их не удастся из-за быстрых положительных и отрицательных изменений в гравитационном поле. Будто артефакт реагирует на любую физическую силу, которая нарушает равновесие.\nПри ношении перемещение c «Пустышкой» становится трудной задачей: по мере того, как гравитационное поле увеличивает плотность окружающего воздуха, движение тела заметно замедляется. Натуральная полезность этого эффекта сводится к способности уменьшать трение, тем самым обеспечивая большую защиту от физических воздействий. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[0,133, 83, 38] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]среднее. \n \n"
st_wpn_usp_match,USP Match
k01_darkscape,Тёмная лощина
ammo-gauss_cardan_descr,"Энергетические элементы пониженной ёмкости, использующие в качестве источника энергии капсулированный фрагмент артефакта «Вспышка». Пониженная ёмкость обусловлена кустарными условиями изготовления элементов при отсутствии специального оборудования.\n \n%c[d_purple] • %c[ui_gray_2] пробивает броню класса: %c[ui_gray_1]BR6\n%c[d_purple] • %c[ui_gray_2] повреждение тканей: %c[ui_gray_1]очень высокое\n \n%c[ui_gray_1]ОСОБЕННОСТИ:\n \n%c[d_purple] • %c[ui_gray_2] технологическое приспособление\n%c[d_purple] • %c[ui_gray_2] прототип"
st_ecologist_outfit_grn_name,ССП-99М «Эколог»
ammo-gauss_cardan,Самодельные аккумуляторы
st_af_signet_name,«Перстень»
exo_dolg_outfit_name,ПСЗ-10Дм «Тяжёлая защита»
st_wpn_m60_descr,"М60 - американский единый пулемёт, разработанный в послевоенные годы и принятый на вооружение Армии и Корпуса морской пехоты в 1957 году. За недостатки конструкции и внешний вид получил прозвище «свинья». Несмотря на то, что с 1980-х годов начался процесс вытеснения М60 более совершенными пулемётами как, например, M240 бельгийской разработки, это оружие до сих пор выпускается и довольно широко используется, хотя и преимущественно на «вторых ролях». С точки зрения конструкции в основном представлял собой гибрид двух систем немецкой разработки периода Второй мировой войны - автоматической винтовки FG-42 (автоматика перезаряжания с газовым двигателем) и пулемёта MG 42 (лентопротяжный механизм). На базе М60 специально для вооружения Сил Специальных Операций США (ССО США) были разработаны облегчённые варианты М60Е3 и М60Е4, отличающиеся повышенной надёжностью работы и исправлением ряда врождённых недостатков оригинала. В настоящее время эти пулемёты состоят в небольших количествах на вооружении ССО США.\n \n"
st_letter_stalker_letter_3_name,Письмо Николаю
novice_outfit_description,"%c[ui_gray_1]Тёплый кожаный анорак, надетый поверх удобного водолазного свитера и заправленный в прочные джинсы и походные ботинки. Будучи довольно популярным среди сталкеров-новичков, пользуется дурной славой среди ветеранов, считающих защиту, предоставляемую им, чуть более эффективной, чем бабушкин свитер.\n \n"
st_itm_mapkit_4,Карта аномалий (Мёртвый город)
st_bolt_15,Ударник с боевой пружиной [ПП] [РУС]
st_af_dragon_eye_descr,"Артефакт образуется чаще в огненных аномалиях и имеет вид глаза рептилии. Довольно существенно увеличивает вес рюкзака, но обладает хорошими восстановительными характеристиками. Отлично защищает от огнненного воздействия, впитывая часть тепла. Ввиду черезвычайной редкости и высокой эффективности пользуется спросом. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,150,150,250] • %c[0,150,150,165] Сырой, нестабильный артефакт, который ещё не до конца сформировался\n %c[200,150,250,150] • %c[0,150,173,150] Из-за своей нестабильности его невозможно поместить в контейнер – он либо разрушится, либо утратит свои свойства \n \n"
