~,st_data_export_visual_item_id,st_data_export_hit_fraction,st_data_export_ap_scale,st_data_export_body_bonearmor,st_data_export_head_bonearmor
actors\stalker_renegade\stalker_renegade_eco_style_3,,0.45,0.8,0.15,0.011
actors\stalker_renegade\stalker_renegade_eco_style_4,,0.45,0.8,0.15,0.011
actors\stalker_renegade\stalker_renegade_eco_style_5,,0.45,0.8,0.15,0.011
actors\stalker_renegade\stalker_renegade_eco_style_6,,0.45,0.8,0.15,0.011
actors\stalker_renegade\stalker_renegade_eco_style_7,,0.45,0.8,0.15,0.011
actors\stalker_renegade\stalker_renegade_exolight_battle_helm_1,,0.15,0.7,0.45,0.3
actors\stalker_renegade\stalker_renegade_exolight_battle_helm_2,,0.15,0.7,0.45,0.3
actors\stalker_renegade\stalker_renegade_exolight_dy_mask_1,,0.3,0.7,0.3,0.3
actors\stalker_renegade\stalker_renegade_exolight_gp7b,,0.3,0.7,0.3,0.3
actors\stalker_renegade\stalker_renegade_hauler,,0.5,0.8,0.15,0
actors\stalker_renegade\stalker_renegade_hauler_2,,0.5,0.8,0.15,0.011
actors\stalker_renegade\stalker_renegade_heavy_scavenger_1,,0.3,0.75,0.2,0.2
actors\stalker_renegade\stalker_renegade_heavy_scavenger_2,,0.3,0.75,0.2,0.2
actors\stalker_renegade\stalker_renegade_heavy_scavenger_3,,0.3,0.75,0.2,0.2
actors\stalker_renegade\stalker_renegade_highwayman_1,,0.3,0.75,0.2,0.3
actors\stalker_renegade\stalker_renegade_highwayman_10,,0.3,0.75,0.2,0.011
actors\stalker_renegade\stalker_renegade_highwayman_11,,0.3,0.75,0.2,0.011
actors\stalker_renegade\stalker_renegade_highwayman_12,,0.3,0.75,0.2,0.011
actors\stalker_renegade\stalker_renegade_highwayman_13,,0.3,0.75,0.2,0.011
actors\stalker_renegade\stalker_renegade_highwayman_14,,0.3,0.75,0.2,0.011
actors\stalker_renegade\stalker_renegade_highwayman_15,,0.3,0.75,0.2,0.011
actors\stalker_renegade\stalker_renegade_highwayman_16,,0.3,0.75,0.2,0.011
actors\stalker_renegade\stalker_renegade_highwayman_17,,0.3,0.75,0.2,0.011
actors\stalker_renegade\stalker_renegade_highwayman_18,,0.3,0.75,0.2,0.011
actors\stalker_renegade\stalker_renegade_highwayman_2,,0.3,0.75,0.2,0.3
actors\stalker_renegade\stalker_renegade_highwayman_3,,0.3,0.75,0.2,0.3
actors\stalker_renegade\stalker_renegade_highwayman_4,,0.3,0.75,0.2,0.3
actors\stalker_renegade\stalker_renegade_highwayman_5,,0.3,0.75,0.2,0.3
actors\stalker_renegade\stalker_renegade_highwayman_6,,0.3,0.75,0.2,0.3
actors\stalker_renegade\stalker_renegade_highwayman_7,,0.3,0.75,0.2,0.3
actors\stalker_renegade\stalker_renegade_highwayman_8,,0.3,0.75,0.2,0.011
actors\stalker_renegade\stalker_renegade_highwayman_9,,0.3,0.75,0.2,0.011
actors\stalker_renegade\stalker_renegade_hoodlum_1,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_hoodlum_2,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_hoodlum_3,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_hoodlum_4,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_lc_dy_mask_1,,0.5,0.8,0.15,0.011
actors\stalker_renegade\stalker_renegade_lc_spp_1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_renegade\stalker_renegade_lc_spp_2,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_renegade\stalker_renegade_leader,exo_outfit,0.15,0.7,0.45,0.3
actors\stalker_renegade\stalker_renegade_mechanic,,0.3,0.75,0.25,0
actors\stalker_renegade\stalker_renegade_nbc_suit_1,,0.4,0.85,0.15,0.011
actors\stalker_renegade\stalker_renegade_nbc_suit_2,,0.4,0.85,0.15,0.011
actors\stalker_renegade\stalker_renegade_nbc_suit_3,,0.4,0.85,0.15,0.011
actors\stalker_renegade\stalker_renegade_nebo1b_dy_mask,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_nosorog_mk2,,0.15,0.7,0.47,0.35
actors\stalker_renegade\stalker_renegade_ps5_1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_renegade\stalker_renegade_ps5_2,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_renegade\stalker_renegade_ps5_3,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_renegade\stalker_renegade_ps5_4,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_renegade\stalker_renegade_ps5_5,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_renegade\stalker_renegade_ps5_6,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_renegade\stalker_renegade_ps5_7,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_renegade\stalker_renegade_ps5_8,,0.45,0.8,0.15,0
actors\stalker_renegade\stalker_renegade_ps5_battle_helm_1,,0.45,0.8,0.15,0.3
actors\stalker_renegade\stalker_renegade_ps5_battle_helm_2,,0.45,0.8,0.15,0.3
actors\stalker_renegade\stalker_renegade_ps5_battle_helm_3,,0.45,0.8,0.15,0.3
actors\stalker_renegade\stalker_renegade_stolen_exo_1,,0.15,0.7,0.45,0.3
actors\stalker_renegade\stalker_renegade_stolen_exolight_1,,0.15,0.7,0.45,0.3
actors\stalker_renegade\stalker_renegade_stolen_skat_1,,0.3,0.75,0.25,0.3
actors\stalker_renegade\stalker_renegade_stolen_skat_2,,0.3,0.75,0.25,0.3
actors\stalker_renegade\stalker_renegade_sun_balon_1,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_sun_balon_2,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_sun_balon_3,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_sun_balon_4,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_sun_head_1,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_sun_head_10,,0.5,0.8,0.1,0.3
actors\stalker_renegade\stalker_renegade_sun_head_2,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_sun_head_3,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_sun_head_4,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_sun_head_5,,0.5,0.8,0.1,0.2
actors\stalker_renegade\stalker_renegade_sun_head_6,,0.5,0.8,0.1,0.2
actors\stalker_renegade\stalker_renegade_sun_head_7,,0.5,0.8,0.1,0.2
actors\stalker_renegade\stalker_renegade_sun_head_8,,0.5,0.8,0.1,0.2
actors\stalker_renegade\stalker_renegade_sun_head_9,,0.5,0.8,0.1,0.3
actors\stalker_renegade\stalker_renegade_sun_hood_1,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_sun_hood_2,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_sun_hood_3,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_sun_hood_4,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_sun_hood_5,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_sun_kingpin_1,,0.3,0.75,0.2,0.2
actors\stalker_renegade\stalker_renegade_sun_kingpin_2,,0.3,0.75,0.2,0.3
actors\stalker_renegade\stalker_renegade_sun_kingpin_3,,0.3,0.75,0.2,0.3
actors\stalker_renegade\stalker_renegade_sun_kingpin_4,,0.3,0.75,0.2,0.3
actors\stalker_renegade\stalker_renegade_sun_kingpin_5,,0.3,0.75,0.2,0.3
actors\stalker_renegade\stalker_renegade_sun_proto_exo_1,,0.45,0.7,0.2,0.011
actors\stalker_renegade\stalker_renegade_sunrise_mira_1,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_sunrise_mira_2,,0.5,0.8,0.1,0.011
actors\stalker_renegade\stalker_renegade_sunrise_seva_mask_1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_renegade\stalker_renegade_sunrise_tac_1,,0.4,0.85,0.15,0.3
actors\stalker_renegade\stalker_renegade_sunrise_tac_2,,0.4,0.85,0.15,0.3
actors\stalker_renegade\stalker_renegade_sunrise_tac_3,,0.4,0.85,0.15,0.3
actors\stalker_renegade\stalker_renegade_tac_1,,0.45,0.8,0.15,0
actors\stalker_renegade\stalker_renegade_tac_2,,0.45,0.8,0.15,0
actors\stalker_renegade\stalker_renegade_tac_3,,0.45,0.8,0.15,0
actors\stalker_renegade\stalker_renegade_tac_4,,0.45,0.8,0.15,0
actors\stalker_renegade\stalker_renegade_tac_5,,0.45,0.8,0.15,0
actors\stalker_renegade\stalker_renegade_tech,"army_outfit,helm_tactic",0.3,0.75,0.2,0.2
actors\stalker_renegade\stalker_renegade_trader,,0.45,0.8,0.15,0
actors\stalker_renegade\stalker_renegade_veteran,,0.3,0.75,0.25,0.011
actors\stalker_renegade\stalker_renegade_veteran_2,,0.3,0.75,0.25,0.011
actors\stalker_renegade\stalker_renegade_wanderer_1,,0.4,0.85,0.15,0.011
actors\stalker_renegade\stalker_renegade_wanderer_2,,0.4,0.85,0.15,0.011
actors\stalker_soldier\0_voen_altyn,,0.3,0.75,0.25,0
actors\stalker_soldier\0_voen_altyn_2,,0.3,0.75,0.25,0.011
actors\stalker_soldier\1,,0.6,0.85,0.075,0
actors\stalker_soldier\1_1,,0.6,0.85,0.075,0
actors\stalker_soldier\1_10,,0.6,0.85,0.075,0
actors\stalker_soldier\1_11,,0.6,0.85,0.075,0
actors\stalker_soldier\1_12,,0.3,0.75,0.2,0
actors\stalker_soldier\1_13,,0.6,0.85,0.075,0
actors\stalker_soldier\1_14,,0.6,0.85,0.075,0
actors\stalker_soldier\1_2,,0.6,0.85,0.075,0
actors\stalker_soldier\1_3,,0.6,0.85,0.075,0
actors\stalker_soldier\1_4,,0.6,0.85,0.075,0
actors\stalker_soldier\1_5,,0.6,0.85,0.075,0
actors\stalker_soldier\1_6,,0.6,0.85,0.075,0
actors\stalker_soldier\1_7,,0.6,0.85,0.075,0
actors\stalker_soldier\1_8,,0.6,0.85,0.075,0
actors\stalker_soldier\1_9,,0.6,0.85,0.075,0
actors\stalker_soldier\2,,0.3,0.75,0.2,0.2
actors\stalker_soldier\2_1,,0.3,0.75,0.2,0
actors\stalker_soldier\2_2,,0.3,0.75,0.2,0.2
actors\stalker_soldier\2_3,,0.3,0.75,0.2,0.2
actors\stalker_soldier\2_4,,0.3,0.75,0.2,0.2
actors\stalker_soldier\2_5,,0.3,0.75,0.2,0.2
actors\stalker_soldier\2_6,,0.3,0.75,0.2,0.2
actors\stalker_soldier\2_7,,0.3,0.75,0.2,0.2
actors\stalker_soldier\2_8,,0.3,0.75,0.2,0.2
actors\stalker_soldier\2_9,,0.3,0.75,0.2,0.2
actors\stalker_soldier\3,,0.3,0.75,0.2,0.3
actors\stalker_soldier\3_1,,0.3,0.75,0.2,0.3
actors\stalker_soldier\3_2,,0.3,0.75,0.2,0.3
actors\stalker_soldier\3_3,,0.3,0.75,0.2,0.3
actors\stalker_soldier\4,,0.3,0.75,0.25,0.3
actors\stalker_soldier\4_1,,0.3,0.75,0.25,0.3
actors\stalker_soldier\4_10,,0.3,0.75,0.25,0
actors\stalker_soldier\4_11,,0.3,0.75,0.25,0
actors\stalker_soldier\4_12,,0.3,0.75,0.25,0
actors\stalker_soldier\4_13,,0.3,0.75,0.25,0
actors\stalker_soldier\4_14,,0.3,0.75,0.25,0
actors\stalker_soldier\4_15,,0.3,0.75,0.25,0
actors\stalker_soldier\4_16,,0.3,0.75,0.25,0
actors\stalker_soldier\4_17,,0.3,0.75,0.25,0
actors\stalker_soldier\4_18,,0.3,0.75,0.25,0
actors\stalker_soldier\4_19,,0.3,0.75,0.25,0
actors\stalker_soldier\4_2,,0.3,0.75,0.25,0.3
actors\stalker_soldier\4_20,,0.3,0.75,0.25,0
actors\stalker_soldier\4_3,,0.3,0.75,0.25,0.3
actors\stalker_soldier\4_4,,0.3,0.75,0.25,0.3
actors\stalker_soldier\4_5,,0.3,0.75,0.25,0.2
actors\stalker_soldier\4_6,,0.3,0.75,0.25,0.2
actors\stalker_soldier\4_7,,0.3,0.75,0.25,0.2
actors\stalker_soldier\4_8,,0.3,0.75,0.25,0.2
actors\stalker_soldier\4_9,,0.3,0.75,0.25,0
actors\stalker_soldier\5_1,,0.6,0.85,0.075,0
actors\stalker_soldier\5_2,,0.6,0.85,0.075,0
actors\stalker_soldier\5_3,,0.6,0.85,0.075,0
actors\stalker_soldier\5_4,,0.6,0.85,0.075,0
actors\stalker_soldier\5_5,,0.6,0.85,0.075,0
actors\stalker_soldier\5_6,,0.6,0.85,0.075,0
actors\stalker_soldier\5_7,,0.6,0.85,0.075,0
actors\stalker_soldier\5_8,,0.6,0.85,0.075,0
actors\stalker_soldier\esc_army_barmen,"army_outfit,helm_tactic",0.3,0.75,0.2,0.2
actors\stalker_soldier\light_gp7b,,0.3,0.75,0.25,0.3
actors\stalker_soldier\light_voen,"light_voen_outfit,helm_metro",0.3,0.75,0.25,0
actors\stalker_soldier\light_voen_backpack,,0.3,0.75,0.25,0.3
actors\stalker_soldier\light_voen_custom,,0.3,0.75,0.25,0.3
actors\stalker_soldier\light_voen_tactic_gear,,0.3,0.75,0.25,0.3
actors\stalker_soldier\soldier_balaklava,,0.3,0.75,0.2,0
actors\stalker_soldier\soldier_balaklava_skat_tactic,,0.6,0.85,0.075,0.2
actors\stalker_soldier\soldier_bandana,"army_outfit,helm_bandana",0.6,0.85,0.075,0
actors\stalker_soldier\soldier_bandana_1,"army_outfit,helm_bandana",0.6,0.85,0.075,0
actors\stalker_soldier\soldier_bandana_2,"army_outfit,helm_bandana",0.6,0.85,0.075,0
actors\stalker_soldier\soldier_bandana_3,"army_outfit,helm_bandana",0.6,0.85,0.075,0
actors\stalker_soldier\soldier_bandana_4,"army_outfit,helm_bandana",0.6,0.85,0.075,0
actors\stalker_soldier\soldier_bandana_5,"army_outfit,helm_bandana",0.6,0.85,0.075,0
actors\stalker_soldier\soldier_bandana_6,"army_outfit,helm_bandana",0.6,0.85,0.075,0
actors\stalker_soldier\soldier_mask_green,,0.3,0.75,0.2,0
actors\stalker_soldier\soldier_mask_green_alytn,,0.3,0.75,0.2,0.3
actors\stalker_soldier\soldier_mask_green_skat_tactic,,0.3,0.75,0.2,0.3
actors\stalker_soldier\soldier_mask_green_skat_tactic_2,,0.3,0.75,0.2,0.3
actors\stalker_soldier\soldier_mask_green_tactic,,0.3,0.75,0.2,0.2
actors\stalker_soldier\soldier_mask_green_tactic_2,,0.3,0.75,0.2,0.3
actors\stalker_soldier\soldier_obichniy,"army_outfit,helm_bandana",0.3,0.75,0.2,0
actors\stalker_soldier\soldier_obichniy_alytn,,0.6,0.85,0.075,0.3
actors\stalker_soldier\stalker_army_nauchniy,,0.45,0.7,0.2,0.15
actors\stalker_soldier\stalker_army_nauchniy_mk2,,0.45,0.7,0.2,0.15
actors\stalker_soldier\stalker_bar_security_altyn,,0.5,0.8,0.15,0.3
actors\stalker_soldier\stalker_berill_w_skat_implants_1,,0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_berill_w_skat_implants_2,,0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_berill_w_skat_implants_3,,0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_berill_w_skat_implants_4,,0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_militari_1,military_outfit,0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_militari_2,military_outfit,0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_military_4_tactic_skat_backpack,,0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_military_4_tactic_skat_backpack_2,,0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_military_berill_spp_1,,0.45,0.7,0.2,0.15
actors\stalker_soldier\stalker_military_berill_spp_2,,0.45,0.7,0.2,0.15
actors\stalker_soldier\stalker_military_berill_spp_3,,0.45,0.7,0.2,0.15
actors\stalker_soldier\stalker_military_berill_spp_4,,0.45,0.7,0.2,0.15
actors\stalker_soldier\stalker_military_exo,military_exo_outfit,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_military_exo_ppm,,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_military_exo_ppm_2,,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_military_exo_skat_visor,,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_military_exo_skat_visor_2,,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_neutral_reinforced,military_exolight_outfit,0.3,0.7,0.3,0.3
actors\stalker_soldier\stalker_skat_military_2,,0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_skat_military_2_2,,0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_soldier1a,,0.6,0.85,0.075,0
actors\stalker_soldier\stalker_soldier1b,"army_outfit,helm_bandana",0.6,0.85,0.075,0
actors\stalker_soldier\stalker_soldier1c,"army_outfit,helm_bandana",0.6,0.85,0.075,0
actors\stalker_soldier\stalker_soldier1c_w_b_mask,,0.6,0.85,0.075,0.011
actors\stalker_soldier\stalker_soldier1c_w_mask_goggles,,0.6,0.85,0.075,0.2
actors\stalker_soldier\stalker_soldier1d,"army_outfit,helm_bandana",0.6,0.85,0.075,0
actors\stalker_soldier\stalker_soldier1d_skattactic,,0.6,0.85,0.075,0.3
actors\stalker_soldier\stalker_soldier1d_skattactic_2,,0.6,0.85,0.075,0.3
actors\stalker_soldier\stalker_soldier1d_skattactic_3,,0.3,0.75,0.2,0.3
actors\stalker_soldier\stalker_soldier1e,"army_outfit,helm_bandana",0.6,0.85,0.075,0
actors\stalker_soldier\stalker_soldier1f,"army_outfit,helm_bandana",0.6,0.85,0.075,0
actors\stalker_soldier\stalker_soldier1g,"army_outfit,helm_bandana",0.6,0.85,0.075,0
actors\stalker_soldier\stalker_soldier1g_ppm,,0.3,0.75,0.2,0.011
actors\stalker_soldier\stalker_soldier1g_ppm_2,,0.3,0.75,0.2,0.011
actors\stalker_soldier\stalker_soldier3a_beret,specops_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier3a_beret_glasses,,0.6,0.85,0.075,0
actors\stalker_soldier\stalker_soldier3a_beret_glasses_2,,0.6,0.85,0.075,0
actors\stalker_soldier\stalker_soldier3b_beret,specops_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier3c_beret,specops_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier3d_beret,specops_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier3e_beret,specops_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier3f_beret,specops_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier3g_beret,specops_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier3h_beret,specops_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier3i_beret,specops_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier3j_beret,specops_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier3k_beret,specops_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier3k_skattactic,,0.3,0.75,0.2,0.2
actors\stalker_soldier\stalker_soldier3k_skattactic_2,,0.3,0.75,0.2,0.3
actors\stalker_soldier\stalker_soldier3k_skattactic_3,,0.3,0.75,0.2,0.3
actors\stalker_soldier\stalker_soldier3k_skattactic_4,,0.3,0.75,0.2,0.3
actors\stalker_soldier\stalker_soldier4_exo_tachelmet,,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_soldier4_exo_tachelmet_2,,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_soldier4_exo_tachelmet_3,,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_soldier4a,"military_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_soldier4a_skat_beret,,0.3,0.75,0.25,0
actors\stalker_soldier\stalker_soldier4nosorog,army_nosorog_outfit,0.15,0.7,0.47,0.35
actors\stalker_soldier\stalker_soldier5a,military_outfit,0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_soldier5a_alytn,,0.3,0.75,0.25,0.2
actors\stalker_soldier\stalker_soldier5a_alytn_2,,0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_soldier5a_beret,army_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier5b_beret,army_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier5c_beret,army_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier5d_beret,army_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier5e_beret,army_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier5f_beret,army_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier5g_beret,army_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier5h_beret,army_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier5i_beret,army_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier5j_beret,army_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier5k_beret,army_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier_1,"army_outfit,helm_bandana",0.6,0.85,0.075,0
actors\stalker_soldier\stalker_soldier_1_helm_battle,"army_outfit,helm_battle",0.6,0.85,0.075,0.3
actors\stalker_soldier\stalker_soldier_1_helm_battle_nogas,"army_outfit,helm_battle",0.6,0.85,0.075,0.2
actors\stalker_soldier\stalker_soldier_1_helm_tactic_nogas,"army_outfit,helm_tactic",0.6,0.85,0.075,0.2
actors\stalker_soldier\stalker_soldier_1_masked,,0.6,0.85,0.075,0.011
actors\stalker_soldier\stalker_soldier_2,"army_outfit,helm_tactic",0.3,0.75,0.2,0.2
actors\stalker_soldier\stalker_soldier_2_altyn,,0.3,0.75,0.2,0.3
actors\stalker_soldier\stalker_soldier_2_altyn_1,,0.3,0.75,0.2,0.2
actors\stalker_soldier\stalker_soldier_2_altyn_2,,0.3,0.75,0.2,0.2
actors\stalker_soldier\stalker_soldier_2_altyn_3,,0.3,0.75,0.2,0.3
actors\stalker_soldier\stalker_soldier_2_altyn_4,,0.3,0.75,0.2,0.3
actors\stalker_soldier\stalker_soldier_2_altyn_5,,0.6,0.85,0.075,0.3
actors\stalker_soldier\stalker_soldier_2_altyn_6,,0.6,0.85,0.075,0.3
actors\stalker_soldier\stalker_soldier_2_altyn_gp7,,0.3,0.75,0.2,0.3
actors\stalker_soldier\stalker_soldier_2_altyn_gp7_2,,0.3,0.75,0.2,0.3
actors\stalker_soldier\stalker_soldier_2_altyn_no_visor,,0.3,0.75,0.2,0.2
actors\stalker_soldier\stalker_soldier_2_altyn_no_visor_2,,0.3,0.75,0.2,0.2
actors\stalker_soldier\stalker_soldier_2_face_1,army_outfit,0.2,0.75,0.35,0.3
actors\stalker_soldier\stalker_soldier_2_helm_battle,"specops_outfit,helm_battle",0.3,0.75,0.2,0.2
actors\stalker_soldier\stalker_soldier_2_helm_battle_nogas,"specops_outfit,helm_battle",0.3,0.75,0.2,0.2
actors\stalker_soldier\stalker_soldier_2_helm_tactic,"specops_outfit,helm_tactic",0.3,0.75,0.2,0.3
actors\stalker_soldier\stalker_soldier_2_helm_tactic_nogas,"specops_outfit,helm_tactic",0.3,0.75,0.2,0.2
actors\stalker_soldier\stalker_soldier_2_mk2,,0.3,0.75,0.2,0.3
actors\stalker_soldier\stalker_soldier_3,"specops_outfit,helm_battle",0.3,0.75,0.2,0.3
actors\stalker_soldier\stalker_soldier_3_beret,specops_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier_3_ppm,,0.3,0.75,0.2,0.3
actors\stalker_soldier\stalker_soldier_3_ppm_2,,0.3,0.75,0.2,0.3
actors\stalker_soldier\stalker_soldier_3_ppm_3,,0.3,0.75,0.2,0.3
actors\stalker_soldier\stalker_soldier_4,military_outfit,0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_soldier_4_helm_battle,"military_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_soldier_4_helm_battle_nogas,"military_outfit,helm_battle",0.3,0.75,0.25,0.2
actors\stalker_soldier\stalker_soldier_4_helm_tactic,"military_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_soldier_4_helm_tactic_nogas,"military_outfit,helm_tactic",0.3,0.75,0.25,0.2
actors\stalker_soldier\stalker_soldier_4_skat,military_outfit,0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_soldier_5,military_outfit,0.2,0.75,0.35,0.3
actors\stalker_soldier\stalker_soldier_5_beret,army_outfit,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier_6_helm_battle,"army_outfit,helm_battle",0.3,0.75,0.2,0.3
actors\stalker_soldier\stalker_soldier_6_helm_battle_nogas,"army_outfit,helm_battle",0.3,0.75,0.2,0.2
actors\stalker_soldier\stalker_soldier_6_helm_tactic_nogas,"army_outfit,helm_tactic",0.3,0.75,0.2,0.2
actors\stalker_soldier\stalker_soldier_9_proto,"military_proto_exo_outfit,helm_battle",0.45,0.7,0.2,0.3
actors\stalker_soldier\stalker_soldier_9_proto_bandana,,0.3,0.75,0.25,0
actors\stalker_soldier\stalker_soldier_9_proto_ppm,,0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_soldier_9_proto_ppm_2,,0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_soldier_alternate_nosorog_1,,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_soldier_barman,,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier_berill_2ndgen_1,,0.3,0.7,0.3,0.3
actors\stalker_soldier\stalker_soldier_berill_2ndgen_2,,0.3,0.7,0.3,0.3
actors\stalker_soldier\stalker_soldier_berill_2ndgen_3,,0.3,0.7,0.3,0.3
actors\stalker_soldier\stalker_soldier_berill_special_helm,,0.3,0.75,0.2,0.3
actors\stalker_soldier\stalker_soldier_captain_sts_1,,0.3,0.75,0.2,0
actors\stalker_soldier\stalker_soldier_doctor,,0.3,0.75,0.2,0.2
actors\stalker_soldier\stalker_soldier_dy_mask_1,,0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_soldier_dy_mask_2,,0.3,0.75,0.25,0.3
actors\stalker_soldier\stalker_soldier_exo_n_1,,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_soldier_exo_n_2,,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_soldier_exo_w_dy_mask_1,,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_soldier_exo_w_dy_mask_2,,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_soldier_exo_w_gp21_1,,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_soldier_exo_w_gp21_2,,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_soldier_exolight_battle_helm_1,,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_soldier_exolight_battle_helm_2,,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_soldier_exolight_battle_helm_3,,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_soldier_exolight_battle_helm_4,,0.15,0.7,0.45,0.3
actors\stalker_soldier\stalker_soldier_exolight_battle_helm_5,,0.15,0.7,0.45,0.3
