Section,Type,Key_1,Value_1,Key_2,Value_2,Key_3,Value_3,Key_4,Value_4,Key_5,Value_5,Key_6,Value_6,Key_7,Value_7,Key_8,Value_8,Key_9,Value_9,Key_10,Value_10,Key_11,Value_11,Key_12,Value_12,Key_13,Value_13,Key_14,Value_14,Key_15,Value_15,Key_16,Value_16
up_sect_thirda_abakan,weapon,condition_queue_shot_dec,"-0.0001",condition_shot_dec,"-0.0001",cost,"2700",inv_weight,"0.2",misfire_end_prob,"-0.015",misfire_start_prob,"-0.0015",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_ace21,weapon,cam_dispersion,"-0.044",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.059",cost,"2060",inv_weight,"0.17",value,"-5",zoom_cam_dispersion,"-0.049",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.054",,,,,,,,,,,,,,
up_sect_thirda_aek971,weapon,condition_queue_shot_dec,"-0.0001",condition_shot_dec,"-0.0001",cost,"3080",inv_weight,"0.2",misfire_end_prob,"-0.015",misfire_start_prob,"-0.0015",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_ak102,weapon,cam_dispersion,"-0.044",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.059",cost,"2060",inv_weight,"0.17",value,"-5",zoom_cam_dispersion,"-0.049",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.054",,,,,,,,,,,,,,
up_sect_thirda_ak104,weapon,cam_dispersion,"-0.044",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.059",cost,"2060",inv_weight,"0.17",value,"-5",zoom_cam_dispersion,"-0.049",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.054",,,,,,,,,,,,,,
up_sect_thirda_ak105,weapon,cam_dispersion,"-0.043",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.055",cost,"2415",value,"-5",zoom_cam_dispersion,"-0.045",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.05",,,,,,,,,,,,,,,,
up_sect_thirda_ak74,weapon,condition_queue_shot_dec,"-0.00015",condition_shot_dec,"-0.00015",cost,"3650",inv_weight,"0.15",misfire_end_prob,"-0.01",misfire_start_prob,"-0.0005",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_ak74_old,weapon,condition_queue_shot_dec,"-0.00015",condition_shot_dec,"-0.00015",cost,"3650",inv_weight,"0.15",misfire_end_prob,"-0.01",misfire_start_prob,"-0.0005",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_ak74m,weapon,condition_queue_shot_dec,"-0.00015",condition_shot_dec,"-0.00015",cost,"3650",inv_weight,"0.15",misfire_end_prob,"-0.01",misfire_start_prob,"-0.0005",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_ak74u,weapon,cam_dispersion,"-0.044",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.059",cost,"2060",inv_weight,"0.17",value,"-5",zoom_cam_dispersion,"-0.049",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.054",,,,,,,,,,,,,,
up_sect_thirda_aug,weapon,cost,"5540",inv_weight,"0.1",rpm,"45",value,"5",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirda_beretta,weapon,condition_queue_shot_dec,"-0.00015",condition_shot_dec,"-0.00015",cost,"1560",inv_weight,"0.13",misfire_end_prob,"-0.006",misfire_start_prob,"-0.0006",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_bizon,weapon,cam_dispersion,"-0.044",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.122",cost,"2840",inv_weight,"0.1",value,"-10",zoom_cam_dispersion,"-0.037",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.117",,,,,,,,,,,,,,
up_sect_thirda_bm16,weapon,condition_queue_shot_dec,"-0.0002",condition_shot_dec,"-0.0005",cost,"1130",inv_weight,"0.2",value,"10",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirda_colt1911,weapon,PDM_disp_accel_factor,"-0.15",PDM_disp_base,"-0.05",PDM_disp_vel_factor,"-0.15",cost,"3480",crosshair_inertion,"-0.3",inv_weight,"-0.44",value,"-0.44",,,,,,,,,,,,,,,,,,
up_sect_thirda_cz75,weapon,condition_queue_shot_dec,"-0.00015",condition_shot_dec,"-0.00015",cost,"1630",inv_weight,"0.13",misfire_end_prob,"-0.006",misfire_start_prob,"-0.0006",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_desert_eagle,weapon,PDM_disp_accel_factor,"-0.15",PDM_disp_base,"-0.05",PDM_disp_vel_factor,"-0.15",cost,"3890",crosshair_inertion,"-0.3",inv_weight,"-0.76",value,"-0.76",,,,,,,,,,,,,,,,,,
up_sect_thirda_fn2000,weapon,cam_dispersion,"-0.078",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.199",cost,"6890",inv_weight,"0.1",value,"-10",zoom_cam_dispersion,"-0.068",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.184",,,,,,,,,,,,,,
up_sect_thirda_fn2000_nimble,weapon,cam_dispersion,"-0.078",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.199",cost,"6890",inv_weight,"0.1",value,"-10",zoom_cam_dispersion,"-0.068",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.184",,,,,,,,,,,,,,
up_sect_thirda_fn57,weapon,condition_queue_shot_dec,"-0.0003",condition_shot_dec,"-0.0003",cost,"2260",misfire_end_prob,"-0.01",misfire_start_prob,"-0.001",value,"10",,,,,,,,,,,,,,,,,,,,
up_sect_thirda_fnp45,weapon,condition_queue_shot_dec,"-0.00015",condition_shot_dec,"-0.00015",cost,"1930",inv_weight,"0.14",misfire_end_prob,"-0.01",misfire_start_prob,"-0.001",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_fnx45,weapon,condition_queue_shot_dec,"-0.00015",condition_shot_dec,"-0.00015",cost,"1930",inv_weight,"0.14",misfire_end_prob,"-0.01",misfire_start_prob,"-0.001",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_fort,weapon,PDM_disp_accel_factor,"-0.15",PDM_disp_base,"-0.05",PDM_disp_vel_factor,"-0.15",cost,"1020",crosshair_inertion,"-0.3",inv_weight,"-0.33",value,"-0.33",,,,,,,,,,,,,,,,,,
up_sect_thirda_g3,weapon,cam_dispersion,"-0.078",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.199",cost,"3990",inv_weight,"0.1",value,"-10",zoom_cam_dispersion,"-0.068",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.184",,,,,,,,,,,,,,
up_sect_thirda_g36,weapon,cost,"6900",fire_dispersion_base,"-0.02",inv_weight,"0.05",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirda_g3sg1,weapon,cam_dispersion,"-0.078",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.199",cost,"5990",inv_weight,"0.1",value,"-10",zoom_cam_dispersion,"-0.068",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.184",,,,,,,,,,,,,,
up_sect_thirda_g43,weapon,condition_queue_shot_dec,"-0.0003",condition_shot_dec,"-0.0003",cost,"1560",inv_weight,"0.15",value,"10",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirda_galil,weapon,condition_queue_shot_dec,"-0.00015",condition_shot_dec,"-0.00015",cost,"3350",inv_weight,"0.15",misfire_end_prob,"-0.01",misfire_start_prob,"-0.0005",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_glock,weapon,condition_queue_shot_dec,"-0.00015",condition_shot_dec,"-0.00015",cost,"1650",inv_weight,"0.13",misfire_end_prob,"-0.006",misfire_start_prob,"-0.0006",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_groza,weapon,cam_dispersion,"-0.056",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.165",cost,"5980",inv_weight,"0.2",value,"-10",zoom_cam_dispersion,"-0.046",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.155",,,,,,,,,,,,,,
up_sect_thirda_hpsa,weapon,PDM_disp_accel_factor,"-0.1",PDM_disp_base,"-0.05",PDM_disp_vel_factor,"-0.1",cost,"1120",crosshair_inertion,"-0.3",inv_weight,"-0.34",value,"-0.34",,,,,,,,,,,,,,,,,,
up_sect_thirda_kiparis,weapon,condition_queue_shot_dec,"-0.00015",condition_shot_dec,"-0.00015",cost,"1630",inv_weight,"0.13",misfire_end_prob,"-0.006",misfire_start_prob,"-0.0006",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_l85,weapon,bullet_speed,"95",cost,"4980",fire_dispersion_base,"-0.01",inv_weight,"0.15",value,"10",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirda_l96a1,weapon,cam_dispersion,"-0.239",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.108",cost,"7920",inv_weight,"0.184",value,"-10",zoom_cam_dispersion,"-0.183",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.074",,,,,,,,,,,,,,
up_sect_thirda_lr300,weapon,PDM_disp_accel_factor,"-0.245",PDM_disp_base,"-0.05",PDM_disp_vel_factor,"-0.245",cost,"4120",crosshair_inertion,"-0.5",inv_weight,"0.05",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_m24,weapon,cam_dispersion,"-0.314",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.086",cost,"7920",inv_weight,"0.184",value,"-10",zoom_cam_dispersion,"-0.253",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.068",,,,,,,,,,,,,,
up_sect_thirda_m249,weapon,bullet_speed,"95",cost,"4980",fire_dispersion_base,"-0.01",inv_weight,"0.15",value,"10",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirda_m4,weapon,PDM_disp_accel_factor,"-0.245",PDM_disp_base,"-0.05",PDM_disp_vel_factor,"-0.245",cost,"4120",crosshair_inertion,"-0.5",inv_weight,"0.05",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_m98b,weapon,cam_dispersion,"-0.239",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.108",cost,"7920",inv_weight,"0.184",value,"-10",zoom_cam_dispersion,"-0.183",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.074",,,,,,,,,,,,,,
up_sect_thirda_mossberg590,weapon,condition_queue_shot_dec,"-0.00015",condition_shot_dec,"-0.00015",cost,"2350",inv_weight,"0.2",value,"10",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirda_mp133,weapon,condition_queue_shot_dec,"-0.00015",condition_shot_dec,"-0.00015",cost,"2150",inv_weight,"0.2",value,"10",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirda_mp153,weapon,cost,"4490",inv_weight,"0.1",rpm,"25",value,"15",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirda_mp5,weapon,cam_dispersion,"-0.044",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.122",cost,"2840",inv_weight,"0.1",value,"-10",zoom_cam_dispersion,"-0.037",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.117",,,,,,,,,,,,,,
up_sect_thirda_p90,weapon,cam_dispersion,"-0.044",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.122",cost,"3840",inv_weight,"0.1",value,"-10",zoom_cam_dispersion,"-0.037",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.117",,,,,,,,,,,,,,
up_sect_thirda_pb,weapon,PDM_disp_accel_factor,"-0.15",PDM_disp_base,"-0.05",PDM_disp_vel_factor,"-0.15",cost,"1490",crosshair_inertion,"-0.3",inv_weight,"-0.36",value,"-0.36",,,,,,,,,,,,,,,,,,
up_sect_thirda_pkm,weapon,condition_queue_shot_dec,"-8e-05",condition_shot_dec,"-8e-05",cost,"4400",inv_weight,"0.11",misfire_end_prob,"-0.005",misfire_start_prob,"-0.0004",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_pm,weapon,PDM_disp_accel_factor,"-0.15",PDM_disp_base,"-0.05",PDM_disp_vel_factor,"-0.15",cost,"1230",crosshair_inertion,"-0.3",inv_weight,"-0.36",value,"-0.36",,,,,,,,,,,,,,,,,,
up_sect_thirda_ppsh41,weapon,condition_queue_shot_dec,"-0.0001",condition_shot_dec,"-0.0001",cost,"2650",inv_weight,"0.12",misfire_end_prob,"-0.005",misfire_start_prob,"-0.0005",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_protecta,weapon,condition_queue_shot_dec,"-0.0002",condition_shot_dec,"-0.0002",cost,"2690",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirda_remi700,weapon,cam_dispersion,"-0.224",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.064",cost,"5920",inv_weight,"0.184",value,"-10",zoom_cam_dispersion,"-0.154",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.49",,,,,,,,,,,,,,
up_sect_thirda_saiga12,weapon,cam_dispersion,"-0.138",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.045",cost,"3290",value,"-5",zoom_cam_dispersion,"-0.068",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.04",,,,,,,,,,,,,,,,
up_sect_thirda_scar,weapon,condition_queue_shot_dec,"-5e-05",condition_shot_dec,"-5e-05",cost,"7670",inv_weight,"0.19",misfire_end_prob,"-0.01",misfire_start_prob,"-0.0007",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_sig220,weapon,PDM_disp_accel_factor,"-0.15",PDM_disp_base,"-0.05",PDM_disp_vel_factor,"-0.15",cost,"1720",crosshair_inertion,"-0.3",inv_weight,"-0.48",value,"-0.48",,,,,,,,,,,,,,,,,,
up_sect_thirda_sig550,weapon,condition_queue_shot_dec,"-0.00015",condition_shot_dec,"-0.00015",cost,"3670",inv_weight,"0.19",misfire_end_prob,"-0.01",misfire_start_prob,"-0.0007",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_sig550_sniper,weapon,condition_queue_shot_dec,"-0.00055",condition_shot_dec,"-0.00055",cost,"3670",inv_weight,"0.19",misfire_end_prob,"-0.01",misfire_start_prob,"-0.0007",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_sig552,weapon,condition_queue_shot_dec,"-0.0002",condition_shot_dec,"-0.0002",cost,"3820",inv_weight,"0.1",misfire_end_prob,"-0.01",misfire_start_prob,"-0.0007",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_sks,weapon,condition_queue_shot_dec,"-0.00025",condition_shot_dec,"-0.00025",cost,"2596",inv_weight,"0.15",value,"10",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirda_spas12,weapon,condition_queue_shot_dec,"-0.0001",condition_shot_dec,"-0.0001",cost,"2350",inv_weight,"0.14",value,"10",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirda_sv98,weapon,cam_dispersion,"-0.239",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.108",cost,"7920",inv_weight,"0.184",value,"-10",zoom_cam_dispersion,"-0.183",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.074",,,,,,,,,,,,,,
up_sect_thirda_svd,weapon,cam_dispersion,"-0.224",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.064",cost,"5920",inv_weight,"0.184",value,"-10",zoom_cam_dispersion,"-0.154",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.49",,,,,,,,,,,,,,
up_sect_thirda_svt40,weapon,condition_queue_shot_dec,"-0.0003",condition_shot_dec,"-0.0003",cost,"2860",inv_weight,"0.1",value,"10",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirda_svu,weapon,cam_dispersion,"-0.138",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.241",cost,"5620",inv_weight,"0.18",value,"-10",zoom_cam_dispersion,"-0.118",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.203",,,,,,,,,,,,,,
up_sect_thirda_toz34,weapon,condition_queue_shot_dec,"-0.00015",condition_shot_dec,"-0.0003",cost,"1560",inv_weight,"0.15",value,"10",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirda_toz34_obrez,weapon,condition_queue_shot_dec,"-0.0001",condition_shot_dec,"-0.0002",cost,"1130",inv_weight,"0.08",value,"5",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirda_tt33,weapon,PDM_disp_accel_factor,"-0.13",PDM_disp_base,"-0.04",PDM_disp_vel_factor,"-0.13",cost,"1530",crosshair_inertion,"-0.25",inv_weight,"-0.28",value,"-0.28",,,,,,,,,,,,,,,,,,
up_sect_thirda_ump45,weapon,cam_dispersion,"-0.091",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.119",cost,"2940",inv_weight,"0.1",value,"-10",zoom_cam_dispersion,"-0.067",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.109",,,,,,,,,,,,,,
up_sect_thirda_usp,weapon,condition_queue_shot_dec,"-0.00015",condition_shot_dec,"-0.00015",cost,"1630",inv_weight,"0.14",misfire_end_prob,"-0.01",misfire_start_prob,"-0.001",value,"10",,,,,,,,,,,,,,,,,,
up_sect_thirda_val,weapon,bullet_speed,"60",cost,"5520",fire_dispersion_base,"-0.01",fire_distance,"50",inv_weight,"0.05",value,"20",,,,,,,,,,,,,,,,,,,,
up_sect_thirda_vintorez,weapon,cam_dispersion,"-0.087",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.062",cost,"4980",inv_weight,"0.05",value,"-10",zoom_cam_dispersion,"-0.083",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.044",,,,,,,,,,,,,,
up_sect_thirda_vsk94,weapon,bullet_speed,"60",cost,"5520",fire_dispersion_base,"-0.01",fire_distance,"50",inv_weight,"0.05",value,"20",,,,,,,,,,,,,,,,,,,,
up_sect_thirda_vssk,weapon,cam_dispersion,"-0.087",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.062",cost,"5980",inv_weight,"0.05",value,"-10",zoom_cam_dispersion,"-0.083",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.044",,,,,,,,,,,,,,
up_sect_thirda_vz61,weapon,cam_dispersion,"-0.021",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.072",cost,"3810",inv_weight,"0.08",value,"-5",zoom_cam_dispersion,"-0.014",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.071",,,,,,,,,,,,,,
up_sect_thirda_walther,weapon,condition_queue_shot_dec,"-0.0003",condition_shot_dec,"-0.0003",cost,"1440",misfire_end_prob,"-0.01",misfire_start_prob,"-0.001",value,"10",,,,,,,,,,,,,,,,,,,,
up_sect_thirda_wincheaster1300,weapon,condition_queue_shot_dec,"-0.00015",condition_shot_dec,"-0.00015",cost,"2180",inv_weight,"0.2",value,"10",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_9a91,weapon,condition_queue_shot_dec,"-0.0002",condition_shot_dec,"-0.0002",cost,"5040",inv_weight,"0.1",misfire_end_prob,"-0.014",misfire_start_prob,"-0.0018",value,"20",,,,,,,,,,,,,,,,,,
up_sect_thirdc_abakan,weapon,bullet_speed,"90",cost,"3450",fire_dispersion_base,"-0.01",inv_weight,"0.15",value,"10",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_ace21,weapon,cost,"2890",inv_weight,"0.05",rpm,"45",value,"5",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_aek971,weapon,bullet_speed,"90",cost,"3730",fire_dispersion_base,"-0.01",inv_weight,"0.15",value,"10",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_ak102,weapon,cost,"2890",inv_weight,"0.12",rpm,"98",value,"15",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_ak104,weapon,cost,"2890",inv_weight,"0.12",rpm,"98",value,"15",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_ak74,weapon,bullet_speed,"100",cost,"3950",fire_dispersion_base,"-0.015",inv_weight,"0.15",value,"20",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_ak74_old,weapon,bullet_speed,"100",cost,"3950",fire_dispersion_base,"-0.015",inv_weight,"0.15",value,"20",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_ak74m,weapon,cost,"4690",fire_modes,"1,3,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_ak74u,weapon,cost,"2890",inv_weight,"0.12",rpm,"98",value,"15",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_aug,weapon,cam_dispersion,"-0.152",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.33",cost,"8120",inv_weight,"0.2",value,"-20",zoom_cam_dispersion,"-0.132",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.3",,,,,,,,,,,,,,
up_sect_thirdc_beretta,weapon,PDM_disp_accel_factor,"-0.35",PDM_disp_base,"-0.2",PDM_disp_vel_factor,"-0.35",cost,"1960",crosshair_inertion,"-1",inv_weight,"-0.32",value,"15",,,,,,,,,,,,,,,,,,
up_sect_thirdc_bizon,weapon,PDM_disp_accel_factor,"-0.25",PDM_disp_base,"-0.07",PDM_disp_vel_factor,"-0.25",cost,"2670",crosshair_inertion,"-0.35",inv_weight,"-0.15",value,"15",,,,,,,,,,,,,,,,,,
up_sect_thirdc_bm16,weapon,cam_dispersion,"-0.166",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.55",cost,"1650",inv_weight,"0.15",value,"-10",zoom_cam_dispersion,"-0.159",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.35",,,,,,,,,,,,,,
up_sect_thirdc_colt1911,weapon,PDM_disp_accel_factor,"-0.35",PDM_disp_base,"-0.15",PDM_disp_vel_factor,"-0.35",cost,"2460",crosshair_inertion,"-0.7",inv_weight,"-0.09",value,"15",,,,,,,,,,,,,,,,,,
up_sect_thirdc_cz75,weapon,PDM_disp_accel_factor,"-0.35",PDM_disp_base,"-0.2",PDM_disp_vel_factor,"-0.35",cost,"2050",crosshair_inertion,"-1",inv_weight,"-0.32",value,"15",,,,,,,,,,,,,,,,,,
up_sect_thirdc_desert_eagle,weapon,PDM_disp_accel_factor,"-0.35",PDM_disp_base,"-0.15",PDM_disp_vel_factor,"-0.35",cost,"3680",crosshair_inertion,"-0.7",inv_weight,"-0.1",value,"15",,,,,,,,,,,,,,,,,,
up_sect_thirdc_fn2000,weapon,condition_queue_shot_dec,"-0.0002",condition_shot_dec,"-0.0002",cost,"6620",inv_weight,"0.12",misfire_end_prob,"-0.016",misfire_start_prob,"-0.002",value,"20",,,,,,,,,,,,,,,,,,
up_sect_thirdc_fn2000_nimble,weapon,condition_queue_shot_dec,"-0.0002",condition_shot_dec,"-0.0002",cost,"6620",inv_weight,"0.12",misfire_end_prob,"-0.016",misfire_start_prob,"-0.002",value,"20",,,,,,,,,,,,,,,,,,
up_sect_thirdc_fn57,weapon,PDM_disp_accel_factor,"-0.35",PDM_disp_base,"-0.2",PDM_disp_vel_factor,"-0.35",cost,"2530",crosshair_inertion,"-1",value,"15",,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_fnp45,weapon,PDM_disp_accel_factor,"-0.35",PDM_disp_base,"-0.25",PDM_disp_vel_factor,"-0.35",cost,"2240",crosshair_inertion,"-0.75",inv_weight,"-0.08",value,"15",,,,,,,,,,,,,,,,,,
up_sect_thirdc_fnx45,weapon,PDM_disp_accel_factor,"-0.35",PDM_disp_base,"-0.25",PDM_disp_vel_factor,"-0.35",cost,"2240",crosshair_inertion,"-0.75",inv_weight,"-0.08",value,"15",,,,,,,,,,,,,,,,,,
up_sect_thirdc_fort,weapon,PDM_disp_accel_factor,"-0.35",PDM_disp_base,"-0.15",PDM_disp_vel_factor,"-0.35",cost,"1290",crosshair_inertion,"-0.7",inv_weight,"-0.02",value,"15",,,,,,,,,,,,,,,,,,
up_sect_thirdc_g3,weapon,condition_queue_shot_dec,"-0.0002",condition_shot_dec,"-0.0002",cost,"3820",inv_weight,"0.12",misfire_end_prob,"-0.016",misfire_start_prob,"-0.002",value,"20",,,,,,,,,,,,,,,,,,
up_sect_thirdc_g36,weapon,cam_dispersion,"-0.12",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.095",cost,"6490",inv_weight,"0.2",value,"-10",zoom_cam_dispersion,"-0.09",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.09",,,,,,,,,,,,,,
up_sect_thirdc_g3sg1,weapon,condition_queue_shot_dec,"-0.0002",condition_shot_dec,"-0.0002",cost,"5320",inv_weight,"0.12",misfire_end_prob,"-0.016",misfire_start_prob,"-0.002",value,"20",,,,,,,,,,,,,,,,,,
up_sect_thirdc_g43,weapon,cam_dispersion,"-0.192",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.025",cost,"2240",inv_weight,"0.2",value,"-10",zoom_cam_dispersion,"-0.125",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.045",,,,,,,,,,,,,,
up_sect_thirdc_galil,weapon,bullet_speed,"50",cost,"4350",fire_dispersion_base,"-0.008",inv_weight,"0.1",value,"10",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_glock,weapon,PDM_disp_accel_factor,"-0.35",PDM_disp_base,"-0.2",PDM_disp_vel_factor,"-0.35",cost,"2260",crosshair_inertion,"-1",inv_weight,"-0.32",value,"15",,,,,,,,,,,,,,,,,,
up_sect_thirdc_groza,weapon,cost,"5450",fire_dispersion_base,"-0.025",inv_weight,"0.1",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_hpsa,weapon,PDM_disp_accel_factor,"-0.3",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.3",cost,"1720",crosshair_inertion,"-0.6",value,"15",,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_kiparis,weapon,PDM_disp_accel_factor,"-0.35",PDM_disp_base,"-0.2",PDM_disp_vel_factor,"-0.35",cost,"2050",crosshair_inertion,"-1",inv_weight,"-0.32",value,"15",,,,,,,,,,,,,,,,,,
up_sect_thirdc_l85,weapon,cam_dispersion,"-0.152",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.33",cost,"8120",inv_weight,"0.2",value,"-20",zoom_cam_dispersion,"-0.132",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.3",,,,,,,,,,,,,,
up_sect_thirdc_l96a1,weapon,PDM_disp_accel_factor,"-0.5",PDM_disp_base,"-0.4",PDM_disp_vel_factor,"-0.5",cost,"4840",crosshair_inertion,"-1",inv_weight,"-0.2",value,"15",,,,,,,,,,,,,,,,,,
up_sect_thirdc_lr300,weapon,cost,"4190",fire_dispersion_base,"-0.03",inv_weight,"0.1",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_m24,weapon,PDM_disp_accel_factor,"-0.5",PDM_disp_base,"-0.4",PDM_disp_vel_factor,"-0.5",cost,"4840",crosshair_inertion,"-1",inv_weight,"-0.2",value,"15",,,,,,,,,,,,,,,,,,
up_sect_thirdc_m249,weapon,cam_dispersion,"-0.152",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.33",cost,"8120",inv_weight,"0.2",value,"-20",zoom_cam_dispersion,"-0.132",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.3",,,,,,,,,,,,,,
up_sect_thirdc_m4,weapon,cost,"4190",fire_dispersion_base,"-0.03",inv_weight,"0.1",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
