~,st_data_export_visual_item_id,st_data_export_hit_fraction,st_data_export_ap_scale,st_data_export_body_bonearmor,st_data_export_head_bonearmor
actors\stalker_neutral\stalker_bulat,"military_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_neutral\stalker_bulat_custom,"exo_wood_outfit,helm_respirator_gp5",0.3,0.75,0.25,0.3
actors\stalker_neutral\stalker_dev3_sunrise_1,"stalker_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_dev3_sunrise_2,"stalker_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_dev3_sunrise_3,"stalker_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_dynamic_neutral_lc_1,"travel_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_dynamic_neutral_lc_2,"travel_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_exo_proto,"stalker_proto_exo_outfit,helm_respirator",0.45,0.7,0.2,0
actors\stalker_neutral\stalker_exo_proto_gp5,"stalker_proto_exo_outfit,helm_respirator_gp5",0.45,0.7,0.2,0
actors\stalker_neutral\stalker_exo_proto_gp5_2,"stalker_proto_exo_outfit,helm_respirator_gp5",0.45,0.7,0.2,0
actors\stalker_neutral\stalker_exolight_protoskel,"exolight_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_exolight_protoskel_2,"exolight_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_f_neutral_sci_sunrise_1,"hybrid_outfit,helm_protective",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_f_neutral_sci_sunrise_2,"hybrid_outfit,helm_protective",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_f_neutral_sci_sunrise_3,"hybrid_outfit,helm_protective",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_lc_1_custom_1,"nomad_outfit,helm_respirator",0.5,0.8,0.15,0
actors\stalker_neutral\stalker_lc_1_custom_2,"nomad_outfit,helm_respirator",0.5,0.8,0.15,0
actors\stalker_neutral\stalker_lc_2_custom_1,"nomad_outfit,helm_respirator",0.5,0.8,0.15,0
actors\stalker_neutral\stalker_lc_2_custom_2,"nomad_outfit,helm_respirator",0.5,0.8,0.15,0
actors\stalker_neutral\stalker_lc_3_ghillie,"ghillie_outfit,helm_respirator",0.5,0.8,0.15,0
actors\stalker_neutral\stalker_light_neutral_backpacker_with_misc,"light_loner_outfit,helm_metro",0.3,0.75,0.25,0.2
actors\stalker_neutral\stalker_nebo_dark_shades_cap,"stalker_tigerstripe_outfit,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_nebo_light_shades_cap,"stalker_tigerstripe_outfit,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral0a,"stalker_bear_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral0b,"stalker_graphite_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral0c,"stalker_drought_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral0d,"stalker_tigerstripe_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral0e,"stalker_vineleaf_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral0e_lc,"stalker_graphite_outfit,helm_resp",0.5,0.8,0.15,0
actors\stalker_neutral\stalker_neutral0e_lc_2,"stalker_graphite_outfit,helm_resp",0.5,0.8,0.15,0
actors\stalker_neutral\stalker_neutral0e_lc_goggles,"stalker_graphite_outfit,helm_resp",0.5,0.8,0.15,0
actors\stalker_neutral\stalker_neutral0f,"stalker_vineleaf_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral0g,"stalker_salamander_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral0g_with_shades,"stalker_graphite_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral1a,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1a_gas,"novice_outfit,helm_respirator",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1a_mas2,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1a_mask,"novice_outfit,helm_rp_bala",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1a_vest,"stalker_graphite_outfit,helm_resp",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1a_vest_bpfnew,"stalker_graphite_outfit,helm_resp",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1b,"novice_outfit_camo,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1b_gas,"novice_outfit_camo,helm_respirator",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1b_mas2,"novice_outfit_camo,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1b_mask,"novice_outfit_camo,helm_rp_bala",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1c,,0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1c_gas,,0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1c_mas2,,0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1c_mask,,0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1c_w_glasses,"stalker_graphite_outfit,helm_resp",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1d,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1d_gas,"novice_outfit,helm_respirator",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1d_mas2,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1d_mask,"novice_outfit,helm_rp_bala",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1e,,0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1e_gas,,0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1e_mas2,,0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1e_mask,,0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1f,"novice_outfit,helm_rp_bala",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1f_gas,"novice_outfit,helm_respirator",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1f_mas2,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral1f_mask,"novice_outfit,helm_rp_bala",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral2a,"stalker_bear_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2a_custom,"wastelander_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2a_gp10,"wastelander_outfit,helm_ranger",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2a_gp5,"nbc_outfit,helm_respirator_gp5",0.7,0.85,0.15,0
actors\stalker_neutral\stalker_neutral2a_mas2,"stalker_bear_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2a_mas3,"stalker_bear_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2a_mask,"stalker_bear_outfit,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2a_merc,"stalker_bear_outfit,helm_m40",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2a_old,"stalker_bear_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2amask1,"stalker_bear_outfit,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2amask2,"stalker_bear_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2apex,stalker_predator_outfit,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2apex_connectedhose,"stalker_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2apex_connectedhose_2,"stalker_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2apex_w_gear,"wastelander_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2apex_w_gear_2,"wastelander_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2b,"stalker_graphite_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2b_gp5,"nbc_outfit,helm_respirator_gp5",0.7,0.85,0.15,0
actors\stalker_neutral\stalker_neutral2b_mas2,"stalker_graphite_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2b_mas3,"stalker_graphite_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2b_mask,"stalker_graphite_outfit,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2b_merc,"stalker_graphite_outfit,helm_m40",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2b_old,"stalker_graphite_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2bmask1,"stalker_graphite_outfit,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2bmask2,"stalker_graphite_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2bmask_goggles,"stalker_outfit,helm_ach7ex",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2c,"stalker_drought_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2c_ghillie_poncho,"ghillie_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2c_gp5,"nbc_outfit,helm_respirator_gp5",0.7,0.85,0.15,0
actors\stalker_neutral\stalker_neutral2c_gp5_w_filter,"stalker_outfit,helm_respirator_gp5",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2c_gp5_w_filter_2,"stalker_outfit,helm_respirator_gp5",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2c_gp5_w_filter_3,"stalker_outfit,helm_respirator_gp5",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2c_mas2,"stalker_drought_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2c_mas3,"stalker_drought_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2c_mask,"stalker_drought_outfit,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2c_merc,"stalker_drought_outfit,helm_m40",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2c_old,"stalker_drought_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2c_ppm,"stalker_outfit,helm_ppm88",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2c_ppm_2,"stalker_outfit,helm_ppm88",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2cmask1,"stalker_drought_outfit,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2cmask2,"stalker_drought_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2d,"stalker_tigerstripe_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2d_bpf_backpack,"stalker_outfit,helm_ppm88",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2d_bpf_backpack_2,"stalker_outfit,helm_ppm88",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2d_bpf_backpack_3,"stalker_outfit,helm_ppm88",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2d_bpf_backpack_4,"stalker_outfit,helm_ppm88",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2d_bpf_backpack_5,"stalker_outfit,helm_ppm88",0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral2d_gp10,"stalker_outfit,helm_ranger",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2d_gp5,"nbc_outfit,helm_respirator_gp5",0.7,0.85,0.15,0
actors\stalker_neutral\stalker_neutral2d_m150,"stalker_outfit,helm_m50",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2d_m150_2,"stalker_outfit,helm_m50",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2d_mas2,"stalker_tigerstripe_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2d_mas3,"stalker_tigerstripe_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2d_mask,"stalker_tigerstripe_outfit,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2d_merc,"stalker_tigerstripe_outfit,helm_m40",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2d_old,"stalker_tigerstripe_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2d_ppm_connected,"stalker_outfit,helm_ppm88",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2d_ppm_connected_2,"stalker_outfit,helm_ppm88",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2dmask1,"stalker_tigerstripe_outfit,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2dmask2,"stalker_tigerstripe_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2e,"stalker_vineleaf_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2e_ghillie,"ghillie_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2e_gp5,"nbc_outfit,helm_respirator_gp5",0.7,0.85,0.15,0
actors\stalker_neutral\stalker_neutral2e_mas2,"stalker_vineleaf_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2e_mas3,"stalker_vineleaf_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2e_mask,"stalker_vineleaf_outfit,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2e_merc,"stalker_vineleaf_outfit,helm_m40",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2e_old,"stalker_vineleaf_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2emask1,"stalker_vineleaf_outfit,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2emask2,"stalker_vineleaf_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2f,"stalker_vineleaf_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2f_gp5,"nbc_outfit,helm_respirator_gp5",0.7,0.85,0.15,0
actors\stalker_neutral\stalker_neutral2f_mas2,"stalker_vineleaf_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2f_mas3,"stalker_vineleaf_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2f_mask,"stalker_vineleaf_outfit,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2f_merc,"stalker_vineleaf_outfit,helm_m40",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2f_old,"stalker_vineleaf_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2fmask1,"stalker_vineleaf_outfit,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2fmask2,"stalker_vineleaf_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2g,"stalker_salamander_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2g_goggles_ghillieponcho,"ghillie_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2g_gp10,"stalker_outfit,helm_ranger",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2g_gp5,"nbc_outfit,helm_respirator_gp5",0.7,0.85,0.15,0
actors\stalker_neutral\stalker_neutral2g_mas2,"stalker_salamander_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2g_mas3,"stalker_salamander_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2g_mask,"stalker_salamander_outfit,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2g_merc,"stalker_salamander_outfit,helm_m40",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2g_old,"stalker_salamander_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2gmask1,"stalker_salamander_outfit,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral2gmask2,"stalker_salamander_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral3_with_gear,"exo_wood_outfit,helm_ranger",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral3_with_gear_2,"exo_wood_outfit,helm_ranger",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral3_with_gear_3,"exo_wood_outfit,helm_ppm88",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral3a,"bandit_exo_earth_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral3a_backpacker_w_misc,"stalker_outfit,helm_resp",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral3a_w_m150,"stalker_outfit,helm_m50",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral3b,"freedom_exo_vineleaf_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral4a,"exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral4a_special_custom_1,"exo_outfit,helm_m50",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral4a_w_m150,"exo_outfit,helm_m50",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral4b,"exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral4b_special_custom_1,"exo_outfit,helm_m50",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral4hunter,"wastelander_outfit,helm_m40",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral4hunter_2,"wastelander_outfit,helm_m50",0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral4hunter_3,"wastelander_outfit,helm_m40",0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral4seva,"stalker_tigerstripe_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral4seva_2,"stalker_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral4seva_3,"stalker_drought_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral4seva_4,"stalker_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_0,,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_1,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_10,"stalker_outfit,helm_tactic",0.5,0.8,0.1,0.3
actors\stalker_neutral\stalker_neutral_12,dolg_pantsir_outfit,0.2,0.75,0.4,0.3
actors\stalker_neutral\stalker_neutral_15,,0.5,0.8,0.1,0.3
actors\stalker_neutral\stalker_neutral_18,"specops_outfit,helm_battle",0.3,0.75,0.2,0.3
actors\stalker_neutral\stalker_neutral_1_face_2,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_1_gas,"novice_outfit,helm_respirator",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_1_mas2,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_1_mask,"novice_outfit,helm_rp_bala",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_1a,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_1a_sci_vest,"travel_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_1e_face_kashpirovsky,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_2,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_2_backpack_helm_battle,"stalker_outfit,helm_battle",0.5,0.8,0.1,0.3
actors\stalker_neutral\stalker_neutral_2_backpack_helm_battle_nogas,"stalker_outfit,helm_battle",0.5,0.8,0.1,0.2
actors\stalker_neutral\stalker_neutral_2_backpack_helm_tactic,"stalker_outfit,helm_tactic",0.5,0.8,0.1,0.3
actors\stalker_neutral\stalker_neutral_2_backpack_helm_tactic_nogas,"stalker_outfit,helm_tactic",0.5,0.8,0.1,0.2
actors\stalker_neutral\stalker_neutral_2_custom_full,"stalker_outfit,helm_ppm88",0.5,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_2_face_3,"exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_2_face_4,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_2_face_5,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_2_face_6,"exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_2_face_7,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_2_gp5,"nbc_outfit,helm_respirator_gp5",0.7,0.85,0.15,0
actors\stalker_neutral\stalker_neutral_2_mas2,,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_2_mas3,,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_2_mask,,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_2_merc,,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_2_old,,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_2_old_w_gear,"stalker_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_2mask1,,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_2mask2,,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_3,"exo_wood_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral_3_backpack_helm_battle,"exolight_outfit,helm_battle",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral_3_backpack_helm_battle_nogas,"exolight_outfit,helm_battle",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral_3_backpack_helm_tactic,"exolight_outfit,helm_tactic",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral_3_backpack_helm_tactic_nogas,"exolight_outfit,helm_tactic",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral_3_face_1,"exo_wood_outfit,helm_exo",0.2,0.75,0.4,0.3
actors\stalker_neutral\stalker_neutral_3_seva,"hybrid_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_neutral\stalker_neutral_3_seva_2,"hybrid_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_neutral\stalker_neutral_3_w_gear,"stalker_outfit,helm_ppm88",0.3,0.75,0.25,0
actors\stalker_neutral\stalker_neutral_4,"exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_4_gp10,"stalker_predator_outfit,helm_ranger",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_4_oldsun,"stalker_vineleaf_outfit,helm_respirator_old",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_5,,0.3,0.75,0.2,0
actors\stalker_neutral\stalker_neutral_6,travel_outfit,0.4,0.85,0.15,0
actors\stalker_neutral\stalker_neutral_7,,0.4,0.85,0.15,0
actors\stalker_neutral\stalker_neutral_8,stalker_outfit,0.5,0.8,0.1,0.3
actors\stalker_neutral\stalker_neutral_9d,"stalker_tigerstripe_outfit,helm_tactic",0.5,0.8,0.1,0.3
actors\stalker_neutral\stalker_neutral_a,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_advanced_nbc_1,"monolith_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_alternate_exo,"exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_altexo_biggest_backpack,"exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_anomalous_mashup_1,"stalker_salamander_outfit,helm_m50",0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_anomalous_mashup_2,"stalker_salamander_outfit,helm_m50",0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_apex_sunrise_lc_proto,"stalker_proto_exo_outfit,helm_respirator_old",0.45,0.7,0.2,0
actors\stalker_neutral\stalker_neutral_apex_sunrise_lc_proto_2,"stalker_proto_exo_outfit,helm_respirator_old",0.45,0.7,0.2,0
actors\stalker_neutral\stalker_neutral_aztec,"stalker_outfit,helm_m50",0.3,0.75,0.2,0
actors\stalker_neutral\stalker_neutral_barman,,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_berill_2_altyn_1,"stalker_graphite_outfit,helm_metro",0.3,0.75,0.2,0.3
actors\stalker_neutral\stalker_neutral_berill_2ndgen,"stalker_graphite_outfit,helm_tactic",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral_berill_special_helm,"stalker_graphite_outfit,helm_ach7ex",0.3,0.75,0.2,0.3
actors\stalker_neutral\stalker_neutral_berill_spp,"stalker_graphite_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_neutral\stalker_neutral_berill_w_skat_implants,"stalker_graphite_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_neutral\stalker_neutral_boonie_1,"novice_outfit_camo,helm_bandana",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_boonie_2,"novice_outfit_camo,helm_bandana",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_boonie_3,"novice_outfit_camo,helm_bandana",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_brone_l,"novice_outfit_camo,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_brone_l_2,"novice_outfit_camo,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_brone_r,"novice_outfit_camo,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_brone_r_2,"novice_outfit_camo,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_bushwhacker,"ghillie_outfit,helm_ach7ex",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_bushwhacker_2,"ghillie_outfit,helm_ach7ex",0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_coated_ps5m_gp5,"stalker_outfit,helm_respirator_gp5",0.45,0.8,0.15,0
