~,pda_encyclopedia_name,st_ui_dbg_spawn_type,st_upgr_cost,st_data_export_can_be_looted_by_npc
wpn_m4a1_custom_eot,st_wpn_m4a1_custom,w_rifle,35980,Y
wpn_m4a1_eot,st_wpn_m4a1,w_rifle,35560,Y
wpn_m4a1_freedom,st_wpn_m4a1_freedom,w_rifle,33350,Y
wpn_m4a1_freedom_ac10632,st_wpn_m4a1_freedom,w_rifle,33350,Y
wpn_m4a1_freedom_acog,st_wpn_m4a1_freedom,w_rifle,33350,Y
wpn_m4a1_freedom_eot,st_wpn_m4a1_freedom,w_rifle,33350,Y
wpn_m4a1_siber,st_wpn_m4a1_siber,w_rifle,37230,Y
wpn_m4a1_siber_ac10632,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m4a1_siber_acog,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m4a1_siber_aimpoint,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m4a1_siber_c-more,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m4a1_siber_compm4s,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m4a1_siber_e0t2,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m4a1_siber_ekp8_18,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m4a1_siber_eot,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m4a1_siber_gauss_sight,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m4a1_siber_kemper,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m4a1_siber_leupold,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m4a1_siber_marchf,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m4a1_siber_mark8_rmr,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m4a1_siber_mepro,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m4a1_siber_pn23,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m4a1_siber_point_aimpro,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m4a1_siber_spec_alt,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m4a1_siber_specter,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m4a1_siber_triji,st_wpn_m4a1_siber,w_rifle,37230,N
wpn_m60,st_wpn_m60,w_rifle,67000,Y
wpn_m79,st_wpn_m79,w_explosive,25000,Y
wpn_m82,st_wpn_m82,w_sniper,86420,Y
wpn_m98b,st_wpn_m98b,w_sniper,88980,Y
wpn_mine,st_wpn_mine_name,S_WPN_MISC,1000,N
wpn_mk14,st_wpn_mk14,w_rifle,52130,Y
wpn_mk14_ac10632,st_wpn_mk14,w_rifle,52130,Y
wpn_mk14_acog,st_wpn_mk14,w_rifle,52130,Y
wpn_mk14_c-more,st_wpn_mk14,w_rifle,52130,Y
wpn_mk14_eot,st_wpn_mk14,w_rifle,52130,Y
wpn_mosin,st_wpn_mosin,w_sniper,24560,Y
wpn_mossberg590,st_wpn_mossberg590,w_shotgun,18850,Y
wpn_mp133,st_wpn_mp133,w_shotgun,21960,Y
wpn_mp133_bas,st_wpn_mp133_bas,w_shotgun,21960,Y
wpn_mp153,st_wpn_mp153,w_shotgun,30580,Y
wpn_mp153_bas,st_wpn_mp153_bas,w_shotgun,30580,Y
wpn_mp153_m1,st_wpn_mp153_m1,w_shotgun,27580,Y
wpn_mp153_m1_0kp2,st_wpn_mp153_m1,w_shotgun,27580,N
wpn_mp153_m1_ac10632,st_wpn_mp153_m1,w_shotgun,27580,N
wpn_mp153_m1_aim_low,st_wpn_mp153_m1,w_shotgun,27580,N
wpn_mp153_m1_c-more,st_wpn_mp153_m1,w_shotgun,27580,N
wpn_mp153_m1_d0cter,st_wpn_mp153_m1,w_shotgun,27580,N
wpn_mp153_m1_deltapoint,st_wpn_mp153_m1,w_shotgun,27580,N
wpn_mp153_m1_rakurs,st_wpn_mp153_m1,w_shotgun,27580,N
wpn_mp153_m1_rmr,st_wpn_mp153_m1,w_shotgun,27580,N
wpn_mp412,st_wpn_mp412,w_pistol,14680,Y
wpn_mp443,st_wpn_grach,w_pistol,11580,Y
wpn_mp5,st_wpn_mp5,w_smg,26380,Y
wpn_mp5_ac10632,st_wpn_mp5,w_smg,26380,Y
wpn_mp5_acog,st_wpn_mp5,w_smg,26380,Y
wpn_mp5_alt,st_wpn_mp5_alt,w_smg,22350,Y
wpn_mp5_alt_ac10632,st_wpn_mp5_alt,w_smg,22350,Y
wpn_mp5_alt_acog,st_wpn_mp5_alt,w_smg,22350,Y
wpn_mp5_alt_eot,st_wpn_mp5_alt,w_smg,22350,Y
wpn_mp5_custom,st_wpn_mp5_custom,w_smg,29680,Y
wpn_mp5_custom_ac10632,st_wpn_mp5_custom,w_smg,29680,Y
wpn_mp5_custom_acog,st_wpn_mp5_custom,w_smg,29680,Y
wpn_mp5_custom_eot,st_wpn_mp5_custom,w_smg,29680,Y
wpn_mp5_eot,st_wpn_mp5,w_smg,26380,Y
wpn_mp5_nimble,st_wpn_mp5_nimble,w_smg,72950,Y
wpn_mp5_nimble_ac10632,st_wpn_mp5_nimble,w_smg,72950,Y
wpn_mp5_nimble_acog,st_wpn_mp5_nimble,w_smg,72950,Y
wpn_mp5_nimble_eot,st_wpn_mp5_nimble,w_smg,72950,Y
wpn_mp5sd,st_wpn_mp5sd,w_smg,21880,Y
wpn_mp5sd_ac10632,st_wpn_mp5sd,w_smg,21880,Y
wpn_mp5sd_acog,st_wpn_mp5sd,w_smg,21880,Y
wpn_mp5sd_custom,st_wpn_mp5sd_custom,w_smg,24560,Y
wpn_mp5sd_custom_ac10632,st_wpn_mp5sd_custom,w_smg,24560,Y
wpn_mp5sd_custom_acog,st_wpn_mp5sd_custom,w_smg,24560,Y
wpn_mp5sd_custom_eot,st_wpn_mp5sd_custom,w_smg,24560,Y
wpn_mp5sd_eot,st_wpn_mp5sd,w_smg,21880,Y
wpn_mp5sd_new,st_wpn_mp5sd_new,w_smg,22650,Y
wpn_mp5sd_new_ac10632,st_wpn_mp5sd_new,w_smg,22650,Y
wpn_mp5sd_new_acog,st_wpn_mp5sd_new,w_smg,22650,Y
wpn_mp5sd_new_eot,st_wpn_mp5sd_new,w_smg,22650,Y
wpn_mp7,st_wpn_mp7,w_smg,26300,Y
wpn_mp7_ac10632,st_wpn_mp7,w_smg,26300,Y
wpn_mp7_acog,st_wpn_mp7,w_smg,26300,Y
wpn_mp7_c-more,st_wpn_mp7,w_smg,26300,Y
wpn_mp7_eot,st_wpn_mp7,w_smg,26300,Y
wpn_oc33,st_wpn_oc33,w_pistol,20860,Y
wpn_p90,st_wpn_p90,w_smg,41880,Y
wpn_p90_ac10632,st_wpn_p90,w_smg,41880,Y
wpn_p90_acog,st_wpn_p90,w_smg,41880,Y
wpn_p90_eot,st_wpn_p90,w_smg,41880,Y
wpn_pb,st_wpn_pb,w_pistol,6580,Y
wpn_pb_bas,st_wpn_pb_bas,w_pistol,6580,Y
wpn_pb_bas_custom,st_wpn_pb_bas_custom,w_pistol,8190,Y
wpn_pb_custom,st_wpn_pb_custom,w_pistol,8190,Y
wpn_pk_siber,st_wpn_pk_siber,w_rifle,58850,Y
wpn_pkm,st_wpn_rp,w_rifle,66850,Y
wpn_pkm_siber,st_wpn_pkm_siber,w_rifle,63850,Y
wpn_pkm_zenit_shorty,st_wpn_pkm_zenit_shorty,w_rifle,91850,Y
wpn_pkm_zenit_shorty_0kp2,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_ac10632,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_acog,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_aim_low,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_aimpoint,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_c-more,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_compm4s,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_d0cter,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_deltapoint,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_e0t2,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_ekp8_18,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_eot,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_gauss_sight,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_kemper,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_leupold,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_marchf,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_mepro,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_pn23,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_point_aimpro,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_rakurs,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_rmr,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_shorty_specter,st_wpn_pkm_zenit_shorty,w_rifle,91850,N
wpn_pkm_zenit_siber,st_wpn_pkm_zenit_siber,w_rifle,87810,Y
wpn_pkm_zenit_siber_0kp2,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_ac10632,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_acog,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_aim_low,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_aimpoint,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_c-more,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_compm4s,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_d0cter,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_deltapoint,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_e0t2,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_ekp8_18,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_eot,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_gauss_sight,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_kemper,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_leupold,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_marchf,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_mepro,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_pn23,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_point_aimpro,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_rakurs,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_rmr,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zenit_siber_specter,st_wpn_pkm_zenit_siber,w_rifle,87810,N
wpn_pkm_zulus,st_wpn_pkm_zulus,w_rifle,81960,Y
wpn_pkp,st_wpn_pkp,w_rifle,74880,Y
wpn_pkp_siber,st_wpn_pkp_siber,w_rifle,89810,Y
wpn_pkp_siber_1p29,st_wpn_pkp_siber,w_rifle,89810,N
wpn_pkp_siber_1p59,st_wpn_pkp_siber,w_rifle,89810,N
wpn_pkp_siber_1p76,st_wpn_pkp_siber,w_rifle,89810,N
wpn_pkp_siber_1p78gs,st_wpn_pkp_siber,w_rifle,89810,N
wpn_pkp_siber_1pn93,st_wpn_pkp_siber,w_rifle,89810,N
wpn_pkp_siber_1pn93n2_1gs,st_wpn_pkp_siber,w_rifle,89810,N
wpn_pkp_siber_ekp8_02,st_wpn_pkp_siber,w_rifle,89810,N
wpn_pkp_siber_kobra,st_wpn_pkp_siber,w_rifle,89810,N
wpn_pkp_siber_okp,st_wpn_pkp_siber,w_rifle,89810,N
wpn_pkp_siber_pka,st_wpn_pkp_siber,w_rifle,89810,N
wpn_pkp_siber_ps01,st_wpn_pkp_siber,w_rifle,89810,N
wpn_pkp_siber_pso1m21,st_wpn_pkp_siber,w_rifle,89810,N
wpn_pkp_siber_pso2,st_wpn_pkp_siber,w_rifle,89810,N
wpn_pkp_siber_usp1,st_wpn_pkp_siber,w_rifle,89810,N
wpn_pkp_tac_siber,st_wpn_pkp_tac_siber,w_rifle,93850,Y
wpn_pkp_tac_siber_0kp2,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_ac10632,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_acog,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_aim_low,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_aimpoint,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_c-more,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_compm4s,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_d0cter,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_deltapoint,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_e0t2,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_ekp8_18,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_eot,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_gauss_sight,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_kemper,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_leupold,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_marchf,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_mepro,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_pn23,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_point_aimpro,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_rakurs,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_rmr,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pkp_tac_siber_specter,st_wpn_pkp_tac_siber,w_rifle,93850,N
wpn_pl15,st_wpn_pl15,w_pistol,19960,Y
wpn_pl15_lazup_pl15,st_wpn_pl15,w_pistol,19960,N
wpn_pl15_pl15_scolaz,st_wpn_pl15_pl15_scolaz,w_pistol,19960,Y
wpn_pl15_tan,st_wpn_pl15,w_pistol,19960,Y
wpn_pl15_tan_lazup_pl15,st_wpn_pl15,w_pistol,19960,N
wpn_pl15_tan_pl15_scolaz,st_wpn_pl15_pl15_scolaz,w_pistol,19960,Y
wpn_pm,st_wpn_pm,w_pistol,4890,Y
wpn_pm_actor,st_wpn_pm_actor,w_pistol,7130,Y
wpn_pm_bas,st_wpn_pm_bas,w_pistol,4890,Y
wpn_pm_bas_actor,st_wpn_pm_bas_actor,w_pistol,7130,Y
wpn_pm_bas_custom,st_wpn_pm_bas_custom,w_pistol,6890,Y
wpn_pm_custom,st_wpn_pm_custom,w_pistol,6890,Y
wpn_pmm,st_wpn_pmm,w_pistol,7580,Y
wpn_pmm_bas,st_wpn_pmm_bas,w_pistol,7580,Y
wpn_pp2000,st_wpn_pp2000,w_smg,26650,Y
wpn_pp2000_ac10632,st_wpn_pp2000,w_smg,26650,Y
wpn_pp2000_acog,st_wpn_pp2000,w_smg,26650,Y
wpn_pp2000_eot,st_wpn_pp2000,w_smg,26650,Y
wpn_ppsh41,st_wpn_ppsh41,w_rifle,18840,Y
wpn_ppsh41_rednew,st_wpn_ppsh41_camo,w_rifle,20580,Y
wpn_ppsh41_woodnew,st_wpn_ppsh41_new,w_rifle,21180,Y
wpn_ppsh_bas,st_wpn_ppsh_bas,w_rifle,18840,Y
wpn_ppsh_bas_uptacppsh,st_wpn_ppsh_bas_uptacppsh,w_rifle,18840,Y
wpn_protecta,st_wpn_protecta,w_shotgun,25550,Y
wpn_protecta_aim,st_wpn_protecta_aim,w_shotgun,33780,Y
wpn_protecta_camo,st_wpn_protecta_camo,w_shotgun,33850,Y
wpn_protecta_custom,st_wpn_protecta_custom,w_shotgun,30650,Y
wpn_protecta_nimble,st_wpn_protecta_nimble,w_shotgun,32680,Y
wpn_rem700_aics,st_wpn_rem700_aics,w_sniper,73880,Y
wpn_rem700_aics_pn23fore,st_wpn_rem700_aics,w_sniper,73880,N
wpn_rem700_mcmillan,st_wpn_rem700_mcmillan,w_sniper,65880,Y
wpn_rem700_mcmillan_pn23fore,st_wpn_rem700_mcmillan,w_sniper,65880,N
wpn_remington700,st_wpn_remington700,w_sniper,33000,Y
wpn_remington700_bas,st_wpn_remington700_bas,w_sniper,33000,N
wpn_remington700_bas_archangel,st_wpn_remington700_bas_archangel,w_sniper,33000,N
wpn_remington700_bas_lapua700,st_wpn_remington700_bas_lapua700,w_sniper,33000,N
wpn_remington700_bas_magpul_pro,st_wpn_remington700_bas_magpul_pro,w_sniper,33000,N
wpn_remington700_bas_mod_x_gen3,st_wpn_remington700_bas_mod_x_gen3,w_sniper,33000,N
wpn_remington870,st_wpn_remington870,w_shotgun,19160,Y
wpn_remington870_ac10632,st_wpn_remington870,w_shotgun,19160,Y
wpn_remington870_c-more,st_wpn_remington870,w_shotgun,19160,Y
wpn_remington870_eot,st_wpn_remington870,w_shotgun,19160,Y
wpn_rg-6,st_wpn_rg6,w_explosive,38850,Y
wpn_rpd,st_wpn_rpd,w_rifle,44980,Y
wpn_rpg26,st_wpn_rpg26,w_explosive,2600,Y
wpn_rpg7,st_wpn_rpg7,w_explosive,96800,Y
wpn_rpg7_missile,"""Og-7b""",w_base,200,N
wpn_rpg7_pgo7gs,st_wpn_rpg7,w_explosive,96800,N
wpn_rpk,st_wpn_rpk,w_rifle,35860,Y
wpn_rpk74,st_wpn_rpk74,w_rifle,38980,Y
wpn_rpk74_16,st_wpn_rpk74_16,w_rifle,58860,Y
wpn_rpk74_16_0kp2,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_ac10632,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_acog,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_aim_low,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_aimpoint,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_c-more,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_compm4s,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_d0cter,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_deltapoint,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_e0t2,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_ekp8_18,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_eot,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_gauss_sight,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_kemper,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_leupold,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_marchf,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_mark8_rmr,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_mepro,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_pn23,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_point_aimpro,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_rakurs,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_rmr,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_spec_alt,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_specter,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_16_triji,st_wpn_rpk74_16,w_rifle,58860,N
wpn_rpk74_1p29,st_wpn_rpk74,w_rifle,38980,Y
wpn_rpk74_kobra,st_wpn_rpk74,w_rifle,38980,Y
wpn_rpk74_ps01,st_wpn_rpk74,w_rifle,38980,Y
wpn_saiga12s,st_wpn_saiga12s,w_shotgun,38680,Y
wpn_saiga12s_1p29,st_wpn_saiga12s,w_shotgun,38680,Y
wpn_saiga12s_isg,st_wpn_saiga12s_isg,w_shotgun,62680,Y
wpn_saiga12s_isg_0kp2,st_wpn_saiga12s_isg,w_shotgun,62680,N
wpn_saiga12s_isg_ac10632,st_wpn_saiga12s_isg,w_shotgun,62680,N
wpn_saiga12s_isg_aim_low,st_wpn_saiga12s_isg,w_shotgun,62680,N
wpn_saiga12s_isg_aimpoint,st_wpn_saiga12s_isg,w_shotgun,62680,N
wpn_saiga12s_isg_c-more,st_wpn_saiga12s_isg,w_shotgun,62680,N
wpn_saiga12s_isg_compm4s,st_wpn_saiga12s_isg,w_shotgun,62680,N
wpn_saiga12s_isg_d0cter,st_wpn_saiga12s_isg,w_shotgun,62680,N
wpn_saiga12s_isg_deltapoint,st_wpn_saiga12s_isg,w_shotgun,62680,N
wpn_saiga12s_isg_e0t2,st_wpn_saiga12s_isg,w_shotgun,62680,N
wpn_saiga12s_isg_ekp8_18,st_wpn_saiga12s_isg,w_shotgun,62680,N
wpn_saiga12s_isg_eot,st_wpn_saiga12s_isg,w_shotgun,62680,N
wpn_saiga12s_isg_kemper,st_wpn_saiga12s_isg,w_shotgun,62680,N
wpn_saiga12s_isg_mepro,st_wpn_saiga12s_isg,w_shotgun,62680,N
wpn_saiga12s_isg_point_aimpro,st_wpn_saiga12s_isg,w_shotgun,62680,N
wpn_saiga12s_isg_rakurs,st_wpn_saiga12s_isg,w_shotgun,62680,N
wpn_saiga12s_isg_rmr,st_wpn_saiga12s_isg,w_shotgun,62680,N
wpn_saiga12s_kobra,st_wpn_saiga12s,w_shotgun,38680,Y
wpn_saiga12s_m1,st_wpn_saiga12s_m1,w_shotgun,38680,Y
wpn_saiga12s_m1_1p76,st_wpn_saiga12s_m1,w_shotgun,38680,N
wpn_saiga12s_m1_ekp8_02,st_wpn_saiga12s_m1,w_shotgun,38680,N
wpn_saiga12s_m1_kobra,st_wpn_saiga12s_m1,w_shotgun,38680,N
wpn_saiga12s_m1_okp,st_wpn_saiga12s_m1,w_shotgun,38680,N
wpn_saiga12s_m1_pka,st_wpn_saiga12s_m1,w_shotgun,38680,N
wpn_saiga12s_m2,st_wpn_saiga12s_m2,w_shotgun,48680,Y
wpn_saiga12s_m2_0kp2,st_wpn_saiga12s_m2,w_shotgun,48680,N
wpn_saiga12s_m2_ac10632,st_wpn_saiga12s_m2,w_shotgun,48680,N
wpn_saiga12s_m2_aim_low,st_wpn_saiga12s_m2,w_shotgun,48680,N
wpn_saiga12s_m2_aimpoint,st_wpn_saiga12s_m2,w_shotgun,48680,N
wpn_saiga12s_m2_c-more,st_wpn_saiga12s_m2,w_shotgun,48680,N
wpn_saiga12s_m2_compm4s,st_wpn_saiga12s_m2,w_shotgun,48680,N
wpn_saiga12s_m2_d0cter,st_wpn_saiga12s_m2,w_shotgun,48680,N
wpn_saiga12s_m2_deltapoint,st_wpn_saiga12s_m2,w_shotgun,48680,N
wpn_saiga12s_m2_e0t2,st_wpn_saiga12s_m2,w_shotgun,48680,N
wpn_saiga12s_m2_ekp8_18,st_wpn_saiga12s_m2,w_shotgun,48680,N
wpn_saiga12s_m2_eot,st_wpn_saiga12s_m2,w_shotgun,48680,N
wpn_saiga12s_m2_kemper,st_wpn_saiga12s_m2,w_shotgun,48680,N
wpn_saiga12s_m2_mepro,st_wpn_saiga12s_m2,w_shotgun,48680,N
wpn_saiga12s_m2_point_aimpro,st_wpn_saiga12s_m2,w_shotgun,48680,N
wpn_saiga12s_m2_rakurs,st_wpn_saiga12s_m2,w_shotgun,48680,N
wpn_saiga12s_m2_rmr,st_wpn_saiga12s_m2,w_shotgun,48680,N
wpn_saiga12s_ps01,st_wpn_saiga12s,w_shotgun,38680,Y
wpn_scar,st_wpn_scar,w_rifle,55880,Y
wpn_scar_ac10632,st_wpn_scar,w_rifle,55880,Y
wpn_scar_acog,st_wpn_scar,w_rifle,55880,Y
wpn_scar_custom,st_wpn_scar_custom,w_rifle,63580,Y
wpn_scar_custom_ac10632,st_wpn_scar_custom,w_rifle,63580,Y
wpn_scar_custom_acog,st_wpn_scar_custom,w_rifle,63580,Y
wpn_scar_custom_eot,st_wpn_scar_custom,w_rifle,63580,Y
wpn_scar_eot,st_wpn_scar,w_rifle,55880,Y
wpn_scar_l_tac,st_wpn_scar_l_tac,w_rifle,41230,Y
wpn_scar_l_tac_0kp2,st_wpn_scar_l_tac,w_rifle,41230,N
wpn_scar_l_tac_ac10632,st_wpn_scar_l_tac,w_rifle,41230,N
wpn_scar_l_tac_acog,st_wpn_scar_l_tac,w_rifle,41230,N
wpn_scar_l_tac_aimpoint,st_wpn_scar_l_tac,w_rifle,41230,N
wpn_scar_l_tac_c-more,st_wpn_scar_l_tac,w_rifle,41230,N
wpn_scar_l_tac_compm4s,st_wpn_scar_l_tac,w_rifle,41230,N
wpn_scar_l_tac_e0t2,st_wpn_scar_l_tac,w_rifle,41230,N
wpn_scar_l_tac_ekp8_18,st_wpn_scar_l_tac,w_rifle,41230,N
wpn_scar_l_tac_eot,st_wpn_scar_l_tac,w_rifle,41230,N
wpn_scar_l_tac_gauss_sight,st_wpn_scar_l_tac,w_rifle,41230,N
wpn_scar_l_tac_kemper,st_wpn_scar_l_tac,w_rifle,41230,N
wpn_scar_l_tac_leupold,st_wpn_scar_l_tac,w_rifle,41230,N
wpn_scar_l_tac_mepro,st_wpn_scar_l_tac,w_rifle,41230,N
wpn_scar_l_tac_pn23,st_wpn_scar_l_tac,w_rifle,41230,N
wpn_scar_l_tac_point_aimpro,st_wpn_scar_l_tac,w_rifle,41230,N
wpn_scar_l_tac_specter,st_wpn_scar_l_tac,w_rifle,41230,N
wpn_scar_new,st_wpn_scar_new,w_rifle,56880,Y
wpn_scar_new_ac10632,st_wpn_scar_new,w_rifle,56880,Y
wpn_scar_new_acog,st_wpn_scar_new,w_rifle,56880,Y
wpn_scar_new_eot,st_wpn_scar_new,w_rifle,56880,Y
wpn_scar_siber,st_wpn_scar_siber,w_rifle,65880,Y
wpn_scar_siber_0kp2,st_wpn_scar_siber,w_rifle,65880,N
wpn_scar_siber_ac10632,st_wpn_scar_siber,w_rifle,65880,N
wpn_scar_siber_acog,st_wpn_scar_siber,w_rifle,65880,N
wpn_scar_siber_aimpoint,st_wpn_scar_siber,w_rifle,65880,N
wpn_scar_siber_black,st_wpn_scar_siber_black,w_rifle,68880,Y
wpn_scar_siber_black_0kp2,st_wpn_scar_siber_black,w_rifle,68880,N
wpn_scar_siber_black_ac10632,st_wpn_scar_siber_black,w_rifle,68880,N
