~,st_ui_dbg_spawn_type,pda_encyclopedia_name,army,bandit,csky,dolg,ecolog,freedom,greh,isg,killer,monolith,renegade,stalker,zombied
wpn_ak74m_custom,st_data_export_weapon_kind_rifle,st_wpn_ak74m_custom,,,,"st_rank_master, st_rank_legend",,,st_rank_master,,,st_rank_master,,,
wpn_m4_tac,st_data_export_weapon_kind_rifle,st_wpn_m4_tac,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_professional, st_rank_veteran, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_master,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",
wpn_aek,st_data_export_weapon_kind_rifle,st_wpn_aek971,"st_rank_novice, st_rank_trainee","st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_experienced, st_rank_professional, st_rank_master",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",
wpn_m4a1_siber,st_data_export_weapon_kind_rifle,st_wpn_m4a1_siber,,,,,st_rank_experienced,"st_rank_experienced, st_rank_professional","st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",st_rank_master,,,
wpn_rpk74,st_data_export_weapon_kind_rifle,st_wpn_rpk74,,,"st_rank_experienced, st_rank_professional",,,,st_rank_master,,,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_ak103,st_data_export_weapon_kind_rifle,st_wpn_ak103,,,,"st_rank_master, st_rank_legend",st_rank_expert,,st_rank_experienced,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",,"st_rank_master, st_rank_legend",
wpn_toz34_obrez,st_data_export_weapon_kind_shotgun,st_wpn_toz34_obrez,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee",,,,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_any, st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_rem700_mcmillan,st_data_export_weapon_kind_sniper,st_wpn_rem700_mcmillan,,,,,st_rank_expert,,,,"st_rank_master, st_rank_legend",,,,
wpn_9a91,st_data_export_weapon_kind_rifle,st_wpn_9a91,st_rank_ssu,,,,"st_rank_master, st_rank_legend",,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",,,
wpn_ak74u_snag,st_data_export_weapon_kind_rifle,st_wpn_ak74u_snag,st_rank_ssu,,,,,,,,,,,,
wpn_fn2000,st_data_export_weapon_kind_rifle,st_wpn_fn2000,,,,,,"st_rank_experienced, st_rank_professional",st_rank_master,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master",,,
wpn_aug_a1_bas,st_data_export_weapon_kind_rifle,st_wpn_aug_a1_bas,,,,,st_rank_veteran,"st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_master",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert",,,
wpn_aug_a3_bas,st_data_export_weapon_kind_rifle,st_wpn_aug_a3_bas,,,,,,"st_rank_master, st_rank_legend",st_rank_master,,"st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_master",,,
wpn_tt33,st_data_export_weapon_kind_pistol,st_wpn_tt33,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_master, st_rank_legend",,st_rank_novice,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_expert, st_rank_master, st_rank_legend","st_rank_any, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_sks_tac,st_data_export_weapon_kind_sniper,st_wpn_sks_tac,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_fort500,st_data_export_weapon_kind_shotgun,st_wpn_fort500,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",st_rank_trainee,,,,,,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced",st_rank_any
wpn_m82,st_data_export_weapon_kind_sniper,st_wpn_m82,,,,,,,,,"st_rank_master, st_rank_legend",st_rank_master,,,
wpn_ak12_custom,st_data_export_weapon_kind_rifle,st_wpn_ak12_custom,,,,,,,st_rank_legend,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,
wpn_desert_eagle_modern,st_data_export_weapon_kind_pistol,st_wpn_desert_eagle_modern,,,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_legend,,,
wpn_fn57_bas,st_data_export_weapon_kind_pistol,st_wpn_fn57_bas,,,,,,,st_rank_legend,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,,
wpn_cz52,st_data_export_weapon_kind_pistol,st_wpn_cz52,"st_rank_novice, st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee",,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_any, st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_ar15_freedom,st_data_export_weapon_kind_rifle,st_wpn_ar15_freedom,,,,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,,,,
wpn_groza,st_data_export_weapon_kind_rifle,st_wpn_groza,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_ssu",,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master",,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master",,"st_rank_master, st_rank_legend",
wpn_fnc,st_data_export_weapon_kind_rifle,st_wpn_fnc,,,,,"st_rank_novice, st_rank_trainee, st_rank_professional, st_rank_veteran, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,,
wpn_colt1911,st_data_export_weapon_kind_pistol,st_wpn_colt1911,,,,,,,,,,,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_ak102,st_data_export_weapon_kind_rifle,st_wpn_ak102,,,,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_master",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert, st_rank_master",,,
wpn_fnx45_alt,st_data_export_weapon_kind_pistol,st_wpn_fnx45_alt,,,,,,,st_rank_master,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,
wpn_protecta_camo,st_data_export_weapon_kind_shotgun,st_wpn_protecta_camo,,,,,,,st_rank_master,,"st_rank_master, st_rank_legend",st_rank_master,,,
wpn_scar_l_tac,st_data_export_weapon_kind_rifle,st_wpn_scar_l_tac,,,,,"st_rank_novice, st_rank_trainee","st_rank_veteran, st_rank_expert",,"st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_veteran, st_rank_expert",,,
wpn_aug_a3_custom_bas,st_data_export_weapon_kind_rifle,st_wpn_aug_a3_custom_bas,,,,,,,,,"st_rank_master, st_rank_legend",,,,
wpn_ak5c_bas,st_data_export_weapon_kind_rifle,st_wpn_ak5c_bas,,,,,,"st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,,
wpn_ak74_isg,st_data_export_weapon_kind_rifle,st_wpn_ak74_isg,,,,,,,,"st_rank_master, st_rank_legend",,,,,
wpn_usas12,st_data_export_weapon_kind_shotgun,st_wpn_usas12,,,,,,,st_rank_master,,"st_rank_master, st_rank_legend",st_rank_master,,,
wpn_lr300_custom,st_data_export_weapon_kind_rifle,st_wpn_lr300_custom,,,,,,"st_rank_master, st_rank_legend",,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",,,
wpn_saiga12s_isg,st_data_export_weapon_kind_shotgun,st_wpn_saiga12s_isg,,,,,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",,,,,
wpn_ak74u_isg,st_data_export_weapon_kind_rifle,st_wpn_ak74u_isg,,,,,,,,"st_rank_veteran, st_rank_expert",,,,,
grenade_f1,st_data_export_weapon_kind_explosive,st_grenade_f1,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",
wpn_ak74u_tac,st_data_export_weapon_kind_rifle,st_wpn_ak74u_tac,"st_rank_veteran, st_rank_expert",,,,,,,,,,,,
wpn_aug_a1_custom_bas,st_data_export_weapon_kind_rifle,st_wpn_aug_a1_custom_bas,,,,,,,st_rank_master,,,st_rank_master,,,
wpn_ak,st_data_export_weapon_kind_rifle,st_wpn_ak,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee",,,,,"st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_experienced,
